"nMx - age-specific death rate between ages x and x+n"," 80-84 years","0.090648","0.078258","0.107428","0.090385","0.077929","0.107359","0.101335","0.087948","0.121727","0.111251","0.098227","0.13286"
"nMx - age-specific death rate between ages x and x+n"," 85-89 years","0.138827","0.123644","0.164664","0.136927","0.122022","0.162753","0.14292","0.128963","0.170091","0.164418","0.15087","0.1929"
"nMx - age-specific death rate between ages x and x+n"," 90-94 years","0.219427","0.200286","0.263953","0.223207","0.203724","0.268399","0.244125","0.227932","0.286522","0.258548","0.244739","0.296487"
"nMx - age-specific death rate between ages x and x+n"," 95-99 years","0.289067","0.270824","0.352112","0.286741","0.268764","0.35039","0.333523","0.319812","0.384235","0.363221","0.352482","0.404605"
"nMx - age-specific death rate between ages x and x+n"," 100+ years","0.379885","0.370122","0.432539","0.379488","0.369682","0.432325","0.446587","0.437573","0.491302","0.483063","0.476573","0.515441"
"nqx - probability of dying between ages x and x+n"," &lt;1 year","0.012983","0.011788","0.014035","0.013578","0.012333","0.014669","0.028379","0.02609","0.030427","0.040244","0.037578","0.042661"
"nqx - probability of dying between ages x and x+n"," 1-4 years","0.002594","0.002473","0.0027","0.002766","0.002596","0.002916","0.007242","0.006946","0.007506","0.012333","0.012193","0.012463"
"nqx - probability of dying between ages x and x+n"," 5-9 years","0.001913","0.001781","0.002028","0.001895","0.001763","0.002012","0.002879","0.002477","0.003242","0.005129","0.004457","0.005761"
"nqx - probability of dying between ages x and x+n"," 10-14 years","0.001553","0.001336","0.001746","0.001582","0.001367","0.001775","0.00238","0.002017","0.002715","0.003319","0.002831","0.00378"
"nqx - probability of dying between ages x and x+n"," 15-19  years","0.002365","0.001886","0.002796","0.002488","0.002001","0.002926","0.003877","0.003114","0.004596","0.004572","0.003758","0.005345"
"nqx - probability of dying between ages x and x+n"," 20-24 years","0.003314","0.00272","0.003857","0.00354","0.002903","0.004126","0.005625","0.004433","0.006756","0.006426","0.005424","0.007366"
"nqx - probability of dying between ages x and x+n"," 25-29 years","0.003612","0.002953","0.00423","0.003948","0.003208","0.004647","0.006327","0.005049","0.007552","0.007183","0.006043","0.00826"
"nqx - probability of dying between ages x and x+n"," 30-34 years","0.00429","0.003486","0.005062","0.004621","0.003734","0.005473","0.007287","0.005685","0.008804","0.008422","0.006907","0.009824"
"nqx - probability of dying between ages x and x+n"," 35-39 years","0.005578","0.004604","0.00652","0.005822","0.004767","0.006842","0.008742","0.006632","0.010748","0.010549","0.008536","0.012403"
"nqx - probability of dying between ages x and x+n"," 40-44 years","0.00861","0.007099","0.010064","0.008991","0.00734","0.010573","0.012868","0.009667","0.015854","0.014576","0.011612","0.017357"
"nqx - probability of dying between ages x and x+n"," 45-49 years","0.01353","0.010766","0.016175","0.013879","0.011037","0.016602","0.018304","0.014155","0.022165","0.021562","0.016924","0.025853"
"nqx - probability of dying between ages x and x+n"," 50-54 years","0.021867","0.017039","0.026502","0.022202","0.01734","0.026846","0.027481","0.021436","0.033243","0.033021","0.02601","0.039473"
"nqx - probability of dying between ages x and x+n"," 55-59 years","0.036118","0.027743","0.044067","0.036344","0.028086","0.044168","0.0435","0.033322","0.053142","0.051379","0.03981","0.062266"
"nqx - probability of dying between ages x and x+n"," 60-64 years","0.059962","0.047152","0.07237","0.059855","0.047123","0.07224","0.070983","0.054996","0.086269","0.082575","0.064824","0.099909"
"nqx - probability of dying between ages x and x+n"," 65-69 years","0.096126","0.076916","0.115407","0.096565","0.077085","0.116038","0.114604","0.090133","0.139123","0.127618","0.102469","0.154567"
"nqx - probability of dying between ages x and x+n"," 70-74 years","0.154322","0.127135","0.182316","0.15586","0.128332","0.184172","0.18331","0.150002","0.219237","0.204066","0.169851","0.242574"
"nqx - probability of dying between ages x and x+n"," 75-79 years","0.24011","0.204921","0.279158","0.240563","0.205073","0.280181","0.268556","0.229786","0.317136","0.296598","0.256958","0.347262"
"nqx - probability of dying between ages x and x+n"," 80-84 years","0.368996","0.327837","0.421143","0.368057","0.326624","0.42085","0.402437","0.360151","0.462337","0.432022","0.393003","0.492404"
"nqx - probability of dying between ages x and x+n"," 85-89 years","0.506867","0.4673","0.569249","0.501677","0.462548","0.56455","0.515375","0.480197","0.579343","0.566769","0.536315","0.627422"
"nqx - probability of dying between ages x and x+n"," 90-94 years","0.67445","0.641594","0.746205","0.681299","0.648351","0.753002","0.713785","0.690293","0.775026","0.733859","0.716141","0.785173"
"nqx - probability of dying between ages x and x+n"," 95-99 years","0.762395","0.743692","0.832364","0.758942","0.740277","0.830319","0.812647","0.803806","0.859418","0.840697","0.83685","0.873762"
"nqx - probability of dying between ages x and x+n"," 100+ years","1","1","1","1","1","1","1","1","1","1","1","1"
"lx - number of people left alive at age x"," &lt;1 year","100000","100000","100000","100000","100000","100000","100000","100000","100000","100000","100000","100000"
"lx - number of people left alive at age x"," 1-4 years","98701.8","98821.2","98596.5","98642.2","98766.7","98533.1","97162.1","97391","96957.3","95975.6","96242.2","95733.9"
"lx - number of people left alive at age x"," 5-9 years","98445.7","98576.8","98330.3","98369.4","98510.3","98245.7","96458.5","96714.5","96229.6","94791.9","95068.8","94540.8"
"lx - number of people left alive at age x"," 10-14 years","98257.4","98401.2","98130.8","98182.9","98336.6","98048.1","96180.8","96475","95917.6","94305.7","94645","93996.1"
"lx - number of people left alive at age x"," 15-19  years","98104.8","98269.7","97959.5","98027.5","98202.2","97874.1","95951.8","96280.4","95657.1","93992.7","94377.1","93640.7"
"lx - number of people left alive at age x"," 20-24 years","97872.8","98084.4","97685.6","97783.6","98005.6","97587.7","95579.8","95980.6","95217.4","93563","94022.4","93140.2"
"lx - number of people left alive at age x"," 25-29 years","97548.5","97817.7","97308.8","97437.4","97721.1","97185.1","95042.2","95555.1","94574.1","92961.8","93512.5","92454.1"
"lx - number of people left alive at age x"," 30-34 years","97196.1","97528.8","96897.2","97052.8","97407.6","96733.5","94440.8","95072.6","93859.9","92294","92947.4","91690.5"
"lx - number of people left alive at age x"," 35-39 years","96779.1","97188.8","96406.7","96604.3","97043.9","96204.1","93752.6","94532.2","93033.5","91516.8","92305.4","90789.7"
"lx - number of people left alive at age x"," 40-44 years","96239.3","96741.3","95778.1","96041.9","96581.3","95545.9","92933","93905.2","92033.5","90551.3","91517.5","89663.6"
"lx - number of people left alive at age x"," 45-49 years","95410.6","96054.6","94814.2","95178.5","95872.4","94535.7","91737.2","92997.4","90574.4","89231.5","90454.8","88107.4"
"lx - number of people left alive at age x"," 50-54 years","94119.7","95020.4","93280.6","93857.5","94814.2","92966.2","90058","91681","88566.9","87307.4","88924","85829.6"
"lx - number of people left alive at age x"," 55-59 years","92061.6","93401.3","90808.5","91773.7","93170.1","90470.5","87583.1","89715.8","85622.7","84424.5","86611","82441.6"
"lx - number of people left alive at age x"," 60-64 years","88736.5","90810.1","86806.9","88438.3","90553.3","86474.6","83773.2","86726.3","81072.5","80086.8","83163","77308.3"
"lx - number of people left alive at age x"," 65-69 years","83415.7","86528.2","80524.7","83144.9","86286.1","80227.6","77826.8","81956.6","74078.4","73473.7","77772.1","69584.5"
"lx - number of people left alive at age x"," 70-74 years","75397.2","79872.8","71231.6","75116","79634.8","70918.2","68907.5","74569.6","63772.4","64097.1","69802.8","58829"
"lx - number of people left alive at age x"," 75-79 years","63761.8","69718.2","58244.9","63408.4","69415.1","57857","56276","63384.1","49791.1","51017.1","57946.7","44558.6"
"lx - number of people left alive at age x"," 80-84 years","48452","55431.5","41985.4","48154.6","55179.9","41646.6","41162.8","48819.3","34000.6","35885.5","43056.9","29085.1"
"lx - number of people left alive at age x"," 85-89 years","30573.4","37259","24303.5","30431","37156.8","24119.6","24597.4","31236.9","18280.9","20382.2","26135.4","14763.5"
"lx - number of people left alive at age x"," 90-94 years","15076.7","19847.8","10468.8","15164.4","19970","10502.9","11920.5","16237.1","7690","8830.2","12118.6","5500.5"
"lx - number of people left alive at age x"," 95-99 years","4908.2","7113.6","2656.9","4832.9","7022.4","2594.2","3411.8","5028.7","1730","2350.1","3440","1181.7"
"lx - number of people left alive at age x"," 100+ years","1166.2","1823.3","445.4","1165","1823.9","440.2","639.2","986.6","243.2","374.4","561.2","149.2"
"ndx - number of people dying between ages x and x+n"," &lt;1 year","1298.3","1178.8","1403.5","1357.8","1233.3","1466.9","2837.9","2609","3042.7","4024.4","3757.8","4266.1"
"ndx - number of people dying between ages x and x+n"," 1-4 years","256","244.4","266.3","272.9","256.4","287.4","703.6","676.5","727.7","1183.7","1173.5","1193.1"
"ndx - number of people dying between ages x and x+n"," 5-9 years","188.3","175.6","199.4","186.4","173.7","197.7","277.7","239.5","312","486.2","423.7","544.7"
"ndx - number of people dying between ages x and x+n"," 10-14 years","152.6","131.5","171.3","155.4","134.4","174","228.9","194.6","260.4","313","268","355.4"
"ndx - number of people dying between ages x and x+n"," 15-19  years","232.1","185.3","273.9","243.9","196.5","286.4","372","299.8","439.7","429.7","354.7","500.5"
"ndx - number of people dying between ages x and x+n"," 20-24 years","324.3","266.7","376.8","346.2","284.6","402.7","537.7","425.5","643.3","601.2","509.9","686.1"
"ndx - number of people dying between ages x and x+n"," 25-29 years","352.3","288.9","411.6","384.7","313.5","451.6","601.3","482.5","714.3","667.8","565.1","763.6"
"ndx - number of people dying between ages x and x+n"," 30-34 years","417","340","490.5","448.4","363.7","529.4","688.2","540.5","826.4","777.3","642","900.7"
"ndx - number of people dying between ages x and x+n"," 35-39 years","539.9","447.5","628.6","562.4","462.6","658.2","819.6","626.9","1000","965.4","787.9","1126.1"
"ndx - number of people dying between ages x and x+n"," 40-44 years","828.6","686.8","963.9","863.5","708.9","1010.2","1195.8","907.8","1459.1","1319.9","1062.7","1556.3"
"ndx - number of people dying between ages x and x+n"," 45-49 years","1290.9","1034.1","1533.6","1321","1058.2","1569.5","1679.2","1316.4","2007.6","1924","1530.9","2277.8"
"ndx - number of people dying between ages x and x+n"," 50-54 years","2058.1","1619.1","2472.1","2083.8","1644.1","2495.8","2474.9","1965.3","2944.2","2883","2312.9","3387.9"
"ndx - number of people dying between ages x and x+n"," 55-59 years","3325.1","2591.3","4001.6","3335.4","2616.8","3995.9","3809.9","2989.5","4550.2","4337.6","3448","5133.3"
"ndx - number of people dying between ages x and x+n"," 60-64 years","5320.8","4281.8","6282.2","5293.4","4267.2","6246.9","5946.4","4769.6","6994.1","6613.2","5391","7723.8"
"ndx - number of people dying between ages x and x+n"," 65-69 years","8018.4","6655.4","9293.1","8028.9","6651.4","9309.4","8919.3","7387","10306","9376.6","7969.2","10755.5"
"ndx - number of people dying between ages x and x+n"," 70-74 years","11635.4","10154.6","12986.7","11707.6","10219.7","13061.2","12631.4","11185.6","13981.3","13080.1","11856.1","14270.4"
"ndx - number of people dying between ages x and x+n"," 75-79 years","15309.8","14286.7","16259.6","15253.7","14235.2","16210.4","15113.3","14564.8","15790.5","15131.6","14889.9","15473.5"
"ndx - number of people dying between ages x and x+n"," 80-84 years","17878.6","18172.5","17681.8","17723.7","18023.1","17527","16565.4","17582.3","15719.7","15503.3","16921.5","14321.6"
"ndx - number of people dying between ages x and x+n"," 85-89 years","15496.7","17411.1","13834.8","15266.5","17186.8","13616.7","12676.9","14999.9","10590.9","11552","14016.8","9262.9"
"ndx - number of people dying between ages x and x+n"," 90-94 years","10168.5","12734.3","7811.9","10331.5","12947.6","7908.7","8508.7","11208.3","5959.9","6480.1","8678.6","4318.9"
"ndx - number of people dying between ages x and x+n"," 95-99 years","3742","5290.3","2211.5","3667.9","5198.5","2154","2772.6","4042.1","1486.8","1975.7","2878.7","1032.5"
"ndx - number of people dying between ages x and x+n"," 100+ years","1166.2","1823.3","445.4","1165","1823.9","440.2","639.2","986.6","243.2","374.4","561.2","149.2"
"nLx - person-years lived between ages x and x+n"," &lt;1 year","98831.6","98939.1","98736.9","98778","98890","98679.8","97445.9","97651.9","97261.6","96378","96618","96160.5"
"nLx - person-years lived between ages x and x+n"," 1-4 years","394177.4","394672.3","393743.8","393897.5","394424","393438.7","386902","387858.8","386051.2","380932.7","381990.8","379976.7"
"nLx - person-years lived between ages x and x+n"," 5-9 years","491734.2","492417.9","491133.3","491357.1","492090.7","490714.8","481560.3","482937.4","480330.3","472672.8","474217.3","471269.2"
"nLx - person-years lived between ages x and x+n"," 10-14 years","490911.5","491682","490232.8","490532.1","491351.7","489812.6","480339.6","481894.8","478946.6","470755.4","472563.3","469103"
"nLx - person-years lived between ages x and x+n"," 15-19  years","489990.7","490918.8","489173.5","489577","490555","488718","478898.9","480702.5","477278","468963.6","471054.2","467047.7"
"nLx - person-years lived between ages x and x+n"," 20-24 years","488587.9","489785.3","487524.5","488089.9","489348.8","486973.2","476607.3","478881","474541","466364.7","468883.3","464044.3"
"nLx - person-years lived between ages x and x+n"," 25-29 years","486888.1","488392.3","485540","486254.6","487849.9","484823.9","473749.8","476610","471125.1","463179.4","466190.7","460397.5"
"nLx - person-years lived between ages x and x+n"," 30-34 years","484983.4","486833.9","483308.5","484191","486170.9","482396.4","470549","474067.3","467305.7","459596.4","463193.5","456275.3"
"nLx - person-years lived between ages x and x+n"," 35-39 years","482626","484892.6","480553.5","481698.3","484131.8","479470.2","466819.8","471175.3","462795.2","455286.5","459650.9","451271.3"
"nLx - person-years lived between ages x and x+n"," 40-44 years","479264.1","482103.2","476645.7","478195","481250.3","475375.3","461857.6","467394","456743.7","449640","455074.8","444648.5"
"nLx - person-years lived between ages x and x+n"," 45-49 years","474053.3","477864.8","470514.6","472821","476896.8","469036.5","454761.8","461909.3","448182.9","441641","448677.1","435195.4"
"nLx - person-years lived between ages x and x+n"," 50-54 years","465806.8","471329.2","460652.8","464433.9","470238.6","459022.6","444499.1","453804.2","435949.3","429769.9","439189.6","421196.8"
"nLx - person-years lived between ages x and x+n"," 55-59 years","452545.9","460963.2","444692.9","451079.5","459745.7","443011.9","428989.9","441581.1","417444.8","411917.2","424955.7","400112.3"
"nLx - person-years lived between ages x and x+n"," 60-64 years","431241.8","444089.4","419272","429809.6","442835.7","417686.8","404900","422483.1","388857.2","384820.4","403152.2","368212.3"
"nLx - person-years lived between ages x and x+n"," 65-69 years","398232.7","417156.6","380561.9","396846.2","415950.2","379027","368004","392454.1","345739.2","345011.8","370049.8","322020.9"
"nLx - person-years lived between ages x and x+n"," 70-74 years","349281.3","375496.7","324837.2","347685.3","374138.2","323070.2","314159.1","346294.7","284803","288815.2","320674.4","259150.7"
"nLx - person-years lived between ages x and x+n"," 75-79 years","281605.1","314444.5","251062.7","279944.8","313023.7","249214.1","244215","281687.9","209491.7","217532.3","253367.6","183781.4"
"nLx - person-years lived between ages x and x+n"," 80-84 years","197231.4","232212.4","164592.3","196091.7","231276.9","163256","163471.1","199917.3","129139.7","139354.7","172269.9","107794.6"
"nLx - person-years lived between ages x and x+n"," 85-89 years","111625.8","140816.1","84018","111494","140850.1","83664.8","88699.1","116311.5","62266","70259.9","92906.2","48019.5"
"nLx - person-years lived between ages x and x+n"," 90-94 years","46341.1","63580.2","29595.6","46286.7","63554.5","29466.2","34853.8","49173.9","20800.9","25063.5","35460.7","14566.9"
"nLx - person-years lived between ages x and x+n"," 95-99 years","12945.1","19534.2","6280.7","12791.7","19342.4","6147.5","8313.1","12639.1","3869.6","5439.4","8167.1","2551.9"
"nLx - person-years lived between ages x and x+n"," 100+ years","3069.9","4926.1","1029.7","3070","4933.7","1018.2","1431.3","2254.7","495","775","1177.6","289.4"
"Tx - person-years lived above age x"," &lt;1 year","7611975","7823052","7413703","7594925","7808849","7394025","7231028","7479685","6999418","6944170","7179485","6723086"
"Tx - person-years lived above age x"," 1-4 years","7513144","7724113","7314966","7496147","7709959","7295345","7133582","7382033","6902156","6847792","7082867","6626925"
"Tx - person-years lived above age x"," 5-9 years","7118966","7329441","6921223","7102250","7315535","6901906","6746680","6994174","6516105","6466859","6700876","6246949"
"Tx - person-years lived above age x"," 10-14 years","6627232","6837023","6430089","6610893","6823445","6411191","6265119","6511236","6035775","5994186","6226659","5775680"
"Tx - person-years lived above age x"," 15-19  years","6136321","6345341","5939856","6120361","6332093","5921379","5784780","6029341","5556828","5523431","5754095","5306577"
"Tx - person-years lived above age x"," 20-24 years","5646330","5854422","5450683","5630784","5841538","5432661","5305881","5548639","5079550","5054467","5283041","4839529"
"Tx - person-years lived above age x"," 25-29 years","5157742","5364636","4963158","5142694","5352189","4945688","4829273","5069758","4605009","4588103","4814158","4375485"
"Tx - person-years lived above age x"," 30-34 years","4670854","4876244","4477618","4656439","4864339","4460864","4355524","4593148","4133884","4124923","4347967","3915087"
"Tx - person-years lived above age x"," 35-39 years","4185871","4389410","3994310","4172248","4378168","3978467","3884975","4119080","3666578","3665327","3884773","3458812"
"Tx - person-years lived above age x"," 40-44 years","3703245","3904517","3513756","3690550","3894036","3498997","3418155","3647905","3203783","3210040","3425122","3007541"
"Tx - person-years lived above age x"," 45-49 years","3223980","3422414","3037110","3212355","3412786","3023622","2956297","3180511","2747039","2760400","2970048","2562892"
"Tx - person-years lived above age x"," 50-54 years","2749927","2944549","2566596","2739534","2935889","2554585","2501536","2718602","2298856","2318759","2521371","2127697"
"Tx - person-years lived above age x"," 55-59 years","2284120","2473220","2105943","2275100","2465651","2095563","2057036","2264798","1862907","1888989","2082181","1706500"
"Tx - person-years lived above age x"," 60-64 years","1831574","2012257","1661250","1824020","2005905","1652551","1628047","1823217","1445462","1477072","1657225","1306388"
"Tx - person-years lived above age x"," 65-69 years","1400332","1568167","1241978","1394210","1563070","1234864","1223147","1400733","1056605","1092252","1254073","938175.2"
"Tx - person-years lived above age x"," 70-74 years","1002100","1151010","861416.3","997364.2","1147119","855836.9","855142.5","1008279","710865.9","747240","884023.5","616154.3"
"Tx - person-years lived above age x"," 75-79 years","652818.5","775513.6","536579","649678.9","772981.3","532766.8","540983.4","661984.5","426062.9","458424.8","563349.1","357003.6"
"Tx - person-years lived above age x"," 80-84 years","371213.4","461069.1","285516.3","369734.1","459957.6","283552.6","296768.4","380296.5","216571.2","240892.5","309981.5","173222.2"
"Tx - person-years lived above age x"," 85-89 years","173982","228856.6","120924.1","173642.4","228680.7","120296.6","133297.3","180379.3","87431.5","101537.8","137711.6","65427.6"
"Tx - person-years lived above age x"," 90-94 years","62356.2","88040.6","36906","62148.4","87830.6","36631.9","44598.2","64067.8","25165.5","31277.9","44805.4","17408.1"
"Tx - person-years lived above age x"," 95-99 years","16015.1","24460.3","7310.5","15861.7","24276.1","7165.6","9744.4","14893.8","4364.6","6214.4","9344.7","2841.3"
"Tx - person-years lived above age x"," 100+ years","3069.9","4926.1","1029.7","3070","4933.7","1018.2","1431.3","2254.7","495","775","1177.6","289.4"
"ex - expectation of life at age x"," &lt;1 year","76.1","78.2","74.1","75.9","78.1","73.9","72.3","74.8","70","69.4","71.8","67.2"
"ex - expectation of life at age x"," 1-4 years","76.1","78.2","74.2","76","78.1","74","73.4","75.8","71.2","71.3","73.6","69.2"
"ex - expectation of life at age x"," 5-9 years","72.3","74.4","70.4","72.2","74.3","70.3","69.9","72.3","67.7","68.2","70.5","66.1"
"ex - expectation of life at age x"," 10-14 years","67.4","69.5","65.5","67.3","69.4","65.4","65.1","67.5","62.9","63.6","65.8","61.4"
"ex - expectation of life at age x"," 15-19  years","62.5","64.6","60.6","62.4","64.5","60.5","60.3","62.6","58.1","58.8","61","56.7"
"ex - expectation of life at age x"," 20-24 years","57.7","59.7","55.8","57.6","59.6","55.7","55.5","57.8","53.3","54","56.2","52"
"ex - expectation of life at age x"," 25-29 years","52.9","54.8","51","52.8","54.8","50.9","50.8","53.1","48.7","49.4","51.5","47.3"
"ex - expectation of life at age x"," 30-34 years","48.1","50","46.2","48","49.9","46.1","46.1","48.3","44","44.7","46.8","42.7"
"ex - expectation of life at age x"," 35-39 years","43.3","45.2","41.4","43.2","45.1","41.4","41.4","43.6","39.4","40.1","42.1","38.1"
"ex - expectation of life at age x"," 40-44 years","38.5","40.4","36.7","38.4","40.3","36.6","36.8","38.8","34.8","35.4","37.4","33.5"
"ex - expectation of life at age x"," 45-49 years","33.8","35.6","32","33.8","35.6","32","32.2","34.2","30.3","30.9","32.8","29.1"
"ex - expectation of life at age x"," 50-54 years","29.2","31","27.5","29.2","31","27.5","27.8","29.7","26","26.6","28.4","24.8"
"ex - expectation of life at age x"," 55-59 years","24.8","26.5","23.2","24.8","26.5","23.2","23.5","25.2","21.8","22.4","24","20.7"
"ex - expectation of life at age x"," 60-64 years","20.6","22.2","19.1","20.6","22.2","19.1","19.4","21","17.8","18.4","19.9","16.9"
"ex - expectation of life at age x"," 65-69 years","16.8","18.1","15.4","16.8","18.1","15.4","15.7","17.1","14.3","14.9","16.1","13.5"
"ex - expectation of life at age x"," 70-74 years","13.3","14.4","12.1","13.3","14.4","12.1","12.4","13.5","11.1","11.7","12.7","10.5"
"ex - expectation of life at age x"," 75-79 years","10.2","11.1","9.2","10.2","11.1","9.2","9.6","10.4","8.6","9","9.7","8"
"ex - expectation of life at age x"," 80-84 years","7.7","8.3","6.8","7.7","8.3","6.8","7.2","7.8","6.4","6.7","7.2","6"
"ex - expectation of life at age x"," 85-89 years","5.7","6.1","5","5.7","6.2","5","5.4","5.8","4.8","5","5.3","4.4"
"ex - expectation of life at age x"," 90-94 years","4.1","4.4","3.5","4.1","4.4","3.5","3.7","3.9","3.3","3.5","3.7","3.2"
"ex - expectation of life at age x"," 95-99 years","3.3","3.4","2.8","3.3","3.5","2.8","2.9","3","2.5","2.6","2.7","2.4"
"ex - expectation of life at age x"," 100+ years","2.6","2.7","2.3","2.6","2.7","2.3","2.2","2.3","2","2.1","2.1","1.9"
