"nMx - age-specific death rate between ages x and x+n"," 80-84 years","0.11622","0.108877","0.125863","0.116987","0.109568","0.126612","0.127786","0.120994","0.135897","0.13622","0.130686","0.142604"
"nMx - age-specific death rate between ages x and x+n"," 85-89 years","0.161488","0.154775","0.170471","0.162222","0.155522","0.171122","0.174756","0.168701","0.182335","0.186066","0.181989","0.190948"
"nMx - age-specific death rate between ages x and x+n"," 90-94 years","0.216169","0.211764","0.222144","0.216592","0.212176","0.222541","0.232376","0.228294","0.237631","0.246797","0.245469","0.248495"
"nMx - age-specific death rate between ages x and x+n"," 95-99 years","0.27851","0.27703","0.280474","0.279414","0.277908","0.281406","0.297772","0.296828","0.298969","0.316292","0.318911","0.312891"
"nMx - age-specific death rate between ages x and x+n"," 100+ years","0.358328","0.361268","0.354722","0.359584","0.36269","0.355787","0.379761","0.383431","0.375147","0.395408","0.401154","0.387285"
"nqx - probability of dying between ages x and x+n"," &lt;1 year","0.037841","0.037076","0.038543","0.039089","0.038352","0.039765","0.061305","0.060051","0.062463","0.083403","0.079858","0.086728"
"nqx - probability of dying between ages x and x+n"," 1-4 years","0.010347","0.011472","0.009315","0.01087","0.012118","0.009724","0.023499","0.026962","0.020292","0.037547","0.042634","0.032725"
"nqx - probability of dying between ages x and x+n"," 5-9 years","0.005058","0.004968","0.00514","0.005212","0.00513","0.005287","0.008741","0.009132","0.008378","0.012998","0.014176","0.011888"
"nqx - probability of dying between ages x and x+n"," 10-14 years","0.003826","0.003685","0.003955","0.003949","0.003819","0.004069","0.005714","0.005731","0.005699","0.007344","0.007596","0.007107"
"nqx - probability of dying between ages x and x+n"," 15-19  years","0.006101","0.006036","0.006161","0.006296","0.006255","0.006334","0.008681","0.009155","0.008234","0.010618","0.011752","0.009551"
"nqx - probability of dying between ages x and x+n"," 20-24 years","0.008411","0.007858","0.008931","0.008666","0.008124","0.009177","0.011717","0.011887","0.011556","0.013979","0.015049","0.012976"
"nqx - probability of dying between ages x and x+n"," 25-29 years","0.0095","0.008182","0.01076","0.009749","0.008413","0.011027","0.013287","0.012363","0.01416","0.014779","0.01539","0.014211"
"nqx - probability of dying between ages x and x+n"," 30-34 years","0.011279","0.00904","0.013429","0.011577","0.009287","0.013773","0.015243","0.013001","0.017351","0.01662","0.016052","0.017144"
"nqx - probability of dying between ages x and x+n"," 35-39 years","0.014784","0.011036","0.018387","0.015127","0.011271","0.018825","0.018535","0.01491","0.021925","0.020123","0.01834","0.021758"
"nqx - probability of dying between ages x and x+n"," 40-44 years","0.018989","0.013986","0.023781","0.019356","0.014237","0.024246","0.023793","0.018695","0.028532","0.02682","0.02309","0.030408"
"nqx - probability of dying between ages x and x+n"," 45-49 years","0.02736","0.02033","0.034087","0.027795","0.020656","0.034615","0.033885","0.026366","0.040839","0.03786","0.031521","0.044038"
"nqx - probability of dying between ages x and x+n"," 50-54 years","0.040475","0.030105","0.05043","0.040974","0.030465","0.051028","0.04968","0.039405","0.059733","0.057071","0.04808","0.065962"
"nqx - probability of dying between ages x and x+n"," 55-59 years","0.062861","0.04928","0.07593","0.06353","0.049823","0.076665","0.074752","0.061665","0.087909","0.084556","0.072089","0.096888"
"nqx - probability of dying between ages x and x+n"," 60-64 years","0.101449","0.082936","0.119882","0.102067","0.083556","0.120701","0.117468","0.099305","0.136273","0.132496","0.116355","0.148193"
"nqx - probability of dying between ages x and x+n"," 65-69 years","0.154484","0.130083","0.180682","0.155598","0.131096","0.181821","0.174464","0.151398","0.198837","0.191908","0.172654","0.210739"
"nqx - probability of dying between ages x and x+n"," 70-74 years","0.23286","0.208817","0.260081","0.233994","0.209938","0.261327","0.256521","0.233645","0.280841","0.276819","0.257944","0.295897"
"nqx - probability of dying between ages x and x+n"," 75-79 years","0.328402","0.300668","0.362008","0.329848","0.302106","0.363279","0.358072","0.332949","0.385413","0.381638","0.362172","0.402212"
"nqx - probability of dying between ages x and x+n"," 80-84 years","0.447874","0.426821","0.474641","0.450075","0.428882","0.476676","0.479912","0.461755","0.500948","0.501824","0.487985","0.517418"
"nqx - probability of dying between ages x and x+n"," 85-89 years","0.561905","0.547196","0.581303","0.563543","0.548932","0.582668","0.590465","0.578246","0.605582","0.612174","0.605341","0.620467"
"nqx - probability of dying between ages x and x+n"," 90-94 years","0.664993","0.659145","0.673494","0.665625","0.659777","0.674055","0.690837","0.685971","0.697541","0.709293","0.7102","0.708967"
"nqx - probability of dying between ages x and x+n"," 95-99 years","0.745054","0.746313","0.744461","0.746249","0.747465","0.745699","0.767599","0.769428","0.766104","0.782531","0.789896","0.774295"
"nqx - probability of dying between ages x and x+n"," 100+ years","1","1","1","1","1","1","1","1","1","1","1","1"
"lx - number of people left alive at age x"," &lt;1 year","100000","100000","100000","100000","100000","100000","100000","100000","100000","100000","100000","100000"
"lx - number of people left alive at age x"," 1-4 years","96215.9","96292.4","96145.7","96091.1","96164.8","96023.5","93869.5","93994.9","93753.7","91659.7","92014.2","91327.2"
"lx - number of people left alive at age x"," 5-9 years","95220.3","95187.7","95250.1","95046.6","94999.5","95089.8","91663.6","91460.6","91851.3","88218.2","88091.3","88338.5"
"lx - number of people left alive at age x"," 10-14 years","94738.7","94714.8","94760.5","94551.2","94512.1","94587","90862.4","90625.4","91081.8","87071.5","86842.6","87288.3"
"lx - number of people left alive at age x"," 15-19  years","94376.2","94365.8","94385.7","94177.8","94151.2","94202.1","90343.2","90106.1","90562.7","86432.1","86182.9","86668"
"lx - number of people left alive at age x"," 20-24 years","93800.4","93796.2","93804.2","93584.8","93562.3","93605.4","89559","89281.2","89817","85514.3","85170.1","85840.2"
"lx - number of people left alive at age x"," 25-29 years","93011.5","93059.2","92966.4","92773.8","92802.1","92746.4","88509.6","88219.9","88779.1","84318.9","83888.4","84726.3"
"lx - number of people left alive at age x"," 30-34 years","92127.9","92297.8","91966.1","91869.3","92021.4","91723.7","87333.6","87129.2","87522","83072.8","82597.3","83522.3"
"lx - number of people left alive at age x"," 35-39 years","91088.7","91463.4","90731.1","90805.8","91166.8","90460.4","86002.3","85996.4","86003.4","81692.1","81271.4","82090.4"
"lx - number of people left alive at age x"," 40-44 years","89742","90454","89062.8","89432.2","90139.3","88757.4","84408.2","84714.2","84117.8","80048.2","79780.9","80304.2"
"lx - number of people left alive at age x"," 45-49 years","88037.9","89188.9","86944.9","87701.2","88856","86605.4","82399.9","83130.5","81717.8","77901.3","77938.8","77862.3"
"lx - number of people left alive at age x"," 50-54 years","85629.2","87375.7","83981.2","85263.5","87020.6","83607.5","79607.8","80938.7","78380.5","74951.9","75482.1","74433.4"
"lx - number of people left alive at age x"," 55-59 years","82163.4","84745.2","79746","81769.9","84369.6","79341.2","75652.9","77749.3","73698.6","70674.4","71852.9","69523.6"
"lx - number of people left alive at age x"," 60-64 years","76998.5","80568.9","73690.9","76575.1","80166","73258.5","69997.7","72954.9","67219.8","64698.4","66673.1","62787.6"
"lx - number of people left alive at age x"," 65-69 years","69187.1","73886.9","64856.6","68759.3","73467.6","64416.1","61775.2","65710","58059.6","56126.1","58915.4","53482.9"
"lx - number of people left alive at age x"," 70-74 years","58498.8","64275.5","53138.2","58060.5","63836.3","52703.9","50997.7","55761.7","46515.2","45355","48743.4","42212"
"lx - number of people left alive at age x"," 75-79 years","44876.8","50853.7","39318","44474.7","50434.7","38931","37915.7","42733.2","33451.8","32799.9","36170.3","29721.6"
"lx - number of people left alive at age x"," 80-84 years","30139.2","35563.6","25084.6","29804.8","35198","24788.2","24339.1","28505.2","20559.1","20282.2","23070.5","17767.2"
"lx - number of people left alive at age x"," 85-89 years","16640.6","20384.3","13178.4","16390.4","20102.2","12972.3","12658.5","15342.8","10260","10104.1","11812.4","8574.1"
"lx - number of people left alive at age x"," 90-94 years","7290.2","9230.1","5517.8","7153.7","9067.5","5413.7","5184.1","6470.9","4046.7","3918.6","4661.9","3254.2"
"lx - number of people left alive at age x"," 95-99 years","2442.3","3146.1","1801.6","2392","3085","1764.6","1602.7","2032","1224","1139.2","1351","947.1"
"lx - number of people left alive at age x"," 100+ years","622.6","798.1","460.4","607","779.1","448.7","372.5","468.5","286.3","247.7","283.9","213.8"
"ndx - number of people dying between ages x and x+n"," &lt;1 year","3784.1","3707.6","3854.3","3908.9","3835.2","3976.5","6130.5","6005.1","6246.3","8340.3","7985.8","8672.8"
"ndx - number of people dying between ages x and x+n"," 1-4 years","995.6","1104.6","895.6","1044.5","1165.3","933.7","2205.9","2534.2","1902.4","3441.6","3922.9","2988.7"
"ndx - number of people dying between ages x and x+n"," 5-9 years","481.6","472.9","489.6","495.4","487.4","502.8","801.2","835.2","769.5","1146.7","1248.8","1050.2"
"ndx - number of people dying between ages x and x+n"," 10-14 years","362.5","349","374.8","373.4","361","384.9","519.2","519.3","519.1","639.5","659.6","620.3"
"ndx - number of people dying between ages x and x+n"," 15-19  years","575.8","569.6","581.5","593","588.9","596.7","784.2","824.9","745.7","917.7","1012.8","827.8"
"ndx - number of people dying between ages x and x+n"," 20-24 years","788.9","737","837.8","811","760.1","859","1049.4","1061.3","1038","1195.4","1281.8","1113.9"
"ndx - number of people dying between ages x and x+n"," 25-29 years","883.6","761.4","1000.3","904.5","780.7","1022.7","1176","1090.7","1257.1","1246.2","1291","1204"
"ndx - number of people dying between ages x and x+n"," 30-34 years","1039.2","834.4","1235","1063.5","854.6","1263.3","1331.2","1132.8","1518.6","1380.6","1325.9","1431.9"
"ndx - number of people dying between ages x and x+n"," 35-39 years","1346.7","1009.4","1668.3","1373.7","1027.5","1702.9","1594.1","1282.2","1885.6","1643.9","1490.5","1786.2"
"ndx - number of people dying between ages x and x+n"," 40-44 years","1704.1","1265.1","2118","1731","1283.3","2152","2008.3","1583.7","2400","2146.9","1842.1","2441.9"
"ndx - number of people dying between ages x and x+n"," 45-49 years","2408.7","1813.2","2963.7","2437.7","1835.4","2997.9","2792.1","2191.8","3337.3","2949.4","2456.7","3428.9"
"ndx - number of people dying between ages x and x+n"," 50-54 years","3465.9","2630.5","4235.2","3493.6","2651","4266.3","3954.9","3189.4","4681.9","4277.6","3629.2","4909.8"
"ndx - number of people dying between ages x and x+n"," 55-59 years","5164.8","4176.3","6055.1","5194.8","4203.6","6082.7","5655.2","4794.4","6478.8","5976","5179.8","6736"
"ndx - number of people dying between ages x and x+n"," 60-64 years","7811.4","6682","8834.2","7815.8","6698.4","8842.4","8222.5","7244.8","9160.3","8572.3","7757.7","9304.7"
"ndx - number of people dying between ages x and x+n"," 65-69 years","10688.3","9611.4","11718.4","10698.8","9631.3","11712.2","10777.6","9948.4","11544.4","10771","10172","11271"
"ndx - number of people dying between ages x and x+n"," 70-74 years","13622","13421.8","13820.2","13585.8","13401.7","13772.9","13082","13028.5","13063.4","12555.2","12573","12490.4"
"ndx - number of people dying between ages x and x+n"," 75-79 years","14737.6","15290.1","14233.4","14669.9","15236.6","14142.8","13576.5","14228","12892.7","12517.7","13099.9","11954.4"
"ndx - number of people dying between ages x and x+n"," 80-84 years","13498.6","15179.3","11906.2","13414.4","15095.8","11815.9","11680.6","13162.4","10299","10178.1","11258","9193.1"
"ndx - number of people dying between ages x and x+n"," 85-89 years","9350.4","11154.2","7660.6","9236.7","11034.8","7558.5","7474.4","8871.9","6213.3","6185.5","7150.5","5320"
"ndx - number of people dying between ages x and x+n"," 90-94 years","4847.9","6084","3716.2","4761.7","5982.5","3649.2","3581.4","4438.8","2822.8","2779.5","3310.9","2307.1"
"ndx - number of people dying between ages x and x+n"," 95-99 years","1819.6","2348","1341.2","1785","2305.9","1315.8","1230.3","1563.5","937.7","891.4","1067.2","733.3"
"ndx - number of people dying between ages x and x+n"," 100+ years","622.6","798.1","460.4","607","779.1","448.7","372.5","468.5","286.3","247.7","283.9","213.8"
"nLx - person-years lived between ages x and x+n"," &lt;1 year","97351.1","97404.7","97302","97263.8","97315.4","97216.4","95708.6","95796.4","95627.6","94161.8","94410","93929"
"nLx - person-years lived between ages x and x+n"," 1-4 years","382395.3","382386.7","382398.3","381771.6","381721.3","381812.5","369895.2","369508.9","370242.7","357789.9","357932.9","357652.5"
"nLx - person-years lived between ages x and x+n"," 5-9 years","474861.7","474719.2","474992.5","473957","473740.1","474156.2","456243.8","455139.8","457265.2","438111.9","437213.8","438963"
"nLx - person-years lived between ages x and x+n"," 10-14 years","472793.1","472706.6","472872.4","471828.2","471663.2","471979.5","453019.1","451833.5","454116.6","433762.1","432567.1","434893.8"
"nLx - person-years lived between ages x and x+n"," 15-19  years","470525.7","470478.1","470570.1","469492.1","469358.2","469615.8","449875.7","448587.8","451069.9","429993.6","428513.1","431394"
"nLx - person-years lived between ages x and x+n"," 20-24 years","467104.6","467202.6","467012.8","465972.5","465976","465967.1","445277.3","443856.1","446598.6","424686.5","422744.7","426523.2"
"nLx - person-years lived between ages x and x+n"," 25-29 years","462909","463451.2","462391.3","461669.1","462118.3","461235.8","439678.1","438436.1","440829.6","418542.8","416280.2","420682.5"
"nLx - person-years lived between ages x and x+n"," 30-34 years","458123.9","459471.7","456837.1","456771.5","458040.3","455555.7","433426.7","432882.4","433920.4","412001.3","409747","414135.1"
"nLx - person-years lived between ages x and x+n"," 35-39 years","452222.3","454898.3","449671.8","450741.8","453370.6","448233.9","426168.6","426885.9","425479","404492.5","402740.1","406163.1"
"nLx - person-years lived between ages x and x+n"," 40-44 years","444697.8","449290.9","440328.1","443082.5","447672.3","438717.9","417246.9","419784.3","414869.4","395095.2","394473.4","395688.7"
"nLx - person-years lived between ages x and x+n"," 45-49 years","434545.8","441697.1","427778.3","432790.4","439977.8","425996.4","405395.6","410467.7","400697","382487.8","383841.8","381159.5"
"nLx - person-years lived between ages x and x+n"," 50-54 years","420058.5","430746.9","410011.8","418160.7","428920.7","408065.2","388745.4","397204.4","380892.8","364642.2","368836.2","360540.8"
"nLx - person-years lived between ages x and x+n"," 55-59 years","398812.9","414052","384609.6","396770.3","412106.6","382514.5","365012","377551.6","353256.2","339279.3","347086.6","331685"
"nLx - person-years lived between ages x and x+n"," 60-64 years","366680.8","387262.5","347636.2","364544.6","385202.3","345445.1","330535.8","347732.7","314303.9","303146.8","315018.3","291776.9"
"nLx - person-years lived between ages x and x+n"," 65-69 years","320638.5","346902.9","296283.7","318461.1","344747.7","294081.4","283172.9","305021","262537.8","254765.3","270318.5","240162.5"
"nLx - person-years lived between ages x and x+n"," 70-74 years","259821.2","289569","232147","257695.4","287399.2","230070.1","223332.8","247620.3","200626.3","196151.1","213329.7","180314.9"
"nLx - person-years lived between ages x and x+n"," 75-79 years","188174.4","217160.6","161191.8","186307.3","215171.5","159459.7","155814.1","178684.4","134830.2","132753.6","148485.7","118464.1"
"nLx - person-years lived between ages x and x+n"," 80-84 years","116146.6","139416.8","94596.5","114665.4","137775.5","93323.8","91408","108785.6","75785.3","74717.8","86145.7","64465.7"
"nLx - person-years lived between ages x and x+n"," 85-89 years","57901.9","72067.4","44938.2","56938.7","70952.9","44170.3","42770.4","52589.6","34076.2","33243.4","39291.1","27860.8"
"nLx - person-years lived between ages x and x+n"," 90-94 years","22426.5","28729.9","16728.7","21984.7","28195.9","16397.7","15412","19443.5","11878.8","11262.1","13487.9","9284.2"
"nLx - person-years lived between ages x and x+n"," 95-99 years","6533.4","8475.6","4781.9","6388.5","8297.4","4676","4131.5","5267.4","3136.4","2818.4","3346.3","2343.7"
"nLx - person-years lived between ages x and x+n"," 100+ years","1737.6","2209.3","1297.8","1688","2148","1261.2","980.8","1222","763.1","626.5","707.6","551.9"
"Tx - person-years lived above age x"," &lt;1 year","6776462","6970299","6596378","6748945","6941871","6569953","6293251","6434302","6162803","5904532","5986518","5828635"
"Tx - person-years lived above age x"," 1-4 years","6679111","6872895","6499076","6651681","6844555","6472736","6197543","6338506","6067175","5810370","5892108","5734706"
"Tx - person-years lived above age x"," 5-9 years","6296716","6490508","6116678","6269910","6462834","6090924","5827648","5968997","5696933","5452580","5534175","5377053"
"Tx - person-years lived above age x"," 10-14 years","5821854","6015789","5641685","5795953","5989094","5616768","5371404","5513857","5239668","5014468","5096961","4938090"
"Tx - person-years lived above age x"," 15-19  years","5349061","5543083","5168813","5324125","5517431","5144788","4918385","5062023","4785551","4580706","4664394","4503197"
"Tx - person-years lived above age x"," 20-24 years","4878536","5072605","4698243","4854633","5048073","4675172","4468509","4613435","4334481","4150713","4235881","4071803"
"Tx - person-years lived above age x"," 25-29 years","4411431","4605402","4231230","4388660","4582097","4209205","4023232","4169579","3887883","3726026","3813136","3645280"
"Tx - person-years lived above age x"," 30-34 years","3948522","4141951","3768838","3926991","4119978","3747969","3583554","3731143","3447053","3307483","3396856","3224597"
"Tx - person-years lived above age x"," 35-39 years","3490398","3682479","3312001","3470220","3661938","3292414","3150127","3298260","3013133","2895482","2987109","2810462"
"Tx - person-years lived above age x"," 40-44 years","3038176","3227581","2862330","3019478","3208568","2844180","2723958","2871374","2587654","2490990","2584369","2404299"
"Tx - person-years lived above age x"," 45-49 years","2593478","2778290","2422002","2576395","2760895","2405462","2306711","2451590","2172784","2095894","2189896","2008610"
"Tx - person-years lived above age x"," 50-54 years","2158932","2336593","1994223","2143605","2320918","1979465","1901316","2041122","1772087","1713407","1806054","1627451"
"Tx - person-years lived above age x"," 55-59 years","1738874","1905846","1584212","1725444","1891997","1571400","1512570","1643918","1391194","1348764","1437217","1266910"
"Tx - person-years lived above age x"," 60-64 years","1340061","1491794","1199602","1328674","1479890","1188885","1147558","1266366","1037938","1009485","1090131","935224.9"
"Tx - person-years lived above age x"," 65-69 years","973380","1104532","851965.8","964129.1","1094688","843440.1","817022.4","918633.6","723634.3","706338.3","775112.5","643447.9"
"Tx - person-years lived above age x"," 70-74 years","652741.6","757628.5","555682","645668","749940.4","549358.8","533849.6","613612.7","461096.4","451572.9","504794","403285.4"
"Tx - person-years lived above age x"," 75-79 years","392920.4","468059.5","323535","387972.6","462541.2","319288.7","310516.8","365992.4","260470.1","255421.8","291464.3","222970.5"
"Tx - person-years lived above age x"," 80-84 years","204746","250898.9","162343.2","201665.3","247369.6","159829","154702.7","187308","125639.8","122668.2","142978.6","104506.4"
"Tx - person-years lived above age x"," 85-89 years","88599.4","111482.1","67746.7","86999.9","109594.2","66505.2","63294.7","78522.5","49854.5","47950.5","56832.9","40040.7"
"Tx - person-years lived above age x"," 90-94 years","30697.5","39414.8","22808.5","30061.2","38641.3","22334.9","20524.3","25932.8","15778.3","14707.1","17541.8","12179.8"
"Tx - person-years lived above age x"," 95-99 years","8271","10684.8","6079.8","8076.5","10445.4","5937.2","5112.4","6489.4","3899.5","3444.9","4053.8","2895.6"
"Tx - person-years lived above age x"," 100+ years","1737.6","2209.3","1297.8","1688","2148","1261.2","980.8","1222","763.1","626.5","707.6","551.9"
"ex - expectation of life at age x"," &lt;1 year","67.8","69.7","66","67.5","69.4","65.7","62.9","64.3","61.6","59","59.9","58.3"
"ex - expectation of life at age x"," 1-4 years","69.4","71.4","67.6","69.2","71.2","67.4","66","67.4","64.7","63.4","64","62.8"
"ex - expectation of life at age x"," 5-9 years","66.1","68.2","64.2","66","68","64.1","63.6","65.3","62","61.8","62.8","60.9"
"ex - expectation of life at age x"," 10-14 years","61.5","63.5","59.5","61.3","63.4","59.4","59.1","60.8","57.5","57.6","58.7","56.6"
"ex - expectation of life at age x"," 15-19  years","56.7","58.7","54.8","56.5","58.6","54.6","54.4","56.2","52.8","53","54.1","52"
"ex - expectation of life at age x"," 20-24 years","52","54.1","50.1","51.9","54","49.9","49.9","51.7","48.3","48.5","49.7","47.4"
"ex - expectation of life at age x"," 25-29 years","47.4","49.5","45.5","47.3","49.4","45.4","45.5","47.3","43.8","44.2","45.5","43"
"ex - expectation of life at age x"," 30-34 years","42.9","44.9","41","42.7","44.8","40.9","41","42.8","39.4","39.8","41.1","38.6"
"ex - expectation of life at age x"," 35-39 years","38.3","40.3","36.5","38.2","40.2","36.4","36.6","38.4","35","35.4","36.8","34.2"
"ex - expectation of life at age x"," 40-44 years","33.9","35.7","32.1","33.8","35.6","32","32.3","33.9","30.8","31.1","32.4","29.9"
"ex - expectation of life at age x"," 45-49 years","29.5","31.2","27.9","29.4","31.1","27.8","28","29.5","26.6","26.9","28.1","25.8"
"ex - expectation of life at age x"," 50-54 years","25.2","26.7","23.7","25.1","26.7","23.7","23.9","25.2","22.6","22.9","23.9","21.9"
"ex - expectation of life at age x"," 55-59 years","21.2","22.5","19.9","21.1","22.4","19.8","20","21.1","18.9","19.1","20","18.2"
"ex - expectation of life at age x"," 60-64 years","17.4","18.5","16.3","17.4","18.5","16.2","16.4","17.4","15.4","15.6","16.4","14.9"
"ex - expectation of life at age x"," 65-69 years","14.1","14.9","13.1","14","14.9","13.1","13.2","14","12.5","12.6","13.2","12"
"ex - expectation of life at age x"," 70-74 years","11.2","11.8","10.5","11.1","11.7","10.4","10.5","11","9.9","10","10.4","9.6"
"ex - expectation of life at age x"," 75-79 years","8.8","9.2","8.2","8.7","9.2","8.2","8.2","8.6","7.8","7.8","8.1","7.5"
"ex - expectation of life at age x"," 80-84 years","6.8","7.1","6.5","6.8","7","6.4","6.4","6.6","6.1","6","6.2","5.9"
"ex - expectation of life at age x"," 85-89 years","5.3","5.5","5.1","5.3","5.5","5.1","5","5.1","4.9","4.7","4.8","4.7"
"ex - expectation of life at age x"," 90-94 years","4.2","4.3","4.1","4.2","4.3","4.1","4","4","3.9","3.8","3.8","3.7"
"ex - expectation of life at age x"," 95-99 years","3.4","3.4","3.4","3.4","3.4","3.4","3.2","3.2","3.2","3","3","3.1"
"ex - expectation of life at age x"," 100+ years","2.8","2.8","2.8","2.8","2.8","2.8","2.6","2.6","2.7","2.5","2.5","2.6"
