"GHO","PUBLISHSTATE","YEAR","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"LIFE_0000000030","PUBLISHED","1990","AFR","AGE40-44","FMLE","0.044326","0.04433","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE100PLUS","FMLE","113.2","113.23680","","",""
"LIFE_0000000035","PUBLISHED","2012","AFR","AGE45-49","FMLE","28.4","28.40202","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE85-89","MLE","3716.1","3716.07400","","",""
"LIFE_0000000033","PUBLISHED","1990","AFR","AGE85-89","BTSX","18631.8","18631.81000","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE15-19","BTSX","433664.3","433664.30000","","",""
"LIFE_0000000030","PUBLISHED","1990","AFR","AGE80-84","MLE","0.607876","0.60788","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGELT1","FMLE","100000","100000.00000","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE60-64","MLE","212001.1","212001.10000","","",""
"LIFE_0000000033","PUBLISHED","2013","AFR","AGE10-14","BTSX","441561.2","441561.20000","","",""
"LIFE_0000000030","PUBLISHED","2013","AFR","AGE95-99","FMLE","0.862609","0.86261","","",""
"LIFE_0000000029","PUBLISHED","2013","AFR","AGE100PLUS","FMLE","0.520954","0.52095","","",""
"LIFE_0000000033","PUBLISHED","2013","AFR","AGE90-94","MLE","6490.9","6490.92800","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE25-29","FMLE","43.9","43.91180","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE45-49","MLE","291591.8","291591.80000","","",""
"LIFE_0000000032","PUBLISHED","2013","AFR","AGE30-34","BTSX","2532.8","2532.80100","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGE65-69","MLE","11.8","11.80582","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGELT1","MLE","95230.1","95230.11000","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE30-34","FMLE","3334357","3334357.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","AFR","AGE45-49","FMLE","62537.9","62537.90000","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE40-44","MLE","1788093","1788093.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","AFR","AGE35-39","BTSX","80150.1","80150.11000","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE1-4","BTSX","61.2","61.18550","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGE85-89","BTSX","3.8","3.84154","","",""
"LIFE_0000000031","PUBLISHED","2013","AFR","AGE1-4","MLE","93351.2","93351.22000","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE5-9","BTSX","2710.3","2710.27600","","",""
"LIFE_0000000032","PUBLISHED","2013","AFR","AGELT1","MLE","6648.8","6648.78300","","",""
"LIFE_0000000029","PUBLISHED","1990","AFR","AGE35-39","BTSX","0.008778","0.00878","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE90-94","MLE","0.848197","0.84820","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE90-94","BTSX","5580.1","5580.12600","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE80-84","BTSX","52730.4","52730.42000","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGE70-74","BTSX","9.6","9.55785","","",""
"LIFE_0000000034","PUBLISHED","1990","AFR","AGE80-84","FMLE","92702.9","92702.95000","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE20-24","BTSX","4051106","4051106.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE10-14","BTSX","79997.6","79997.63000","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE25-29","BTSX","74868.9","74868.95000","","",""
"LIFE_0000000030","PUBLISHED","1990","AFR","AGE15-19","BTSX","0.020385","0.02039","","",""
"LIFE_0000000031","PUBLISHED","2000","AFR","AGE85-89","MLE","5313.8","5313.76900","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE30-34","FMLE","2679698","2679698.00000","","",""
"LIFE_0000000029","PUBLISHED","2000","AFR","AGE95-99","MLE","0.479827","0.47983","","",""
"LIFE_0000000030","PUBLISHED","2013","AFR","AGE55-59","BTSX","0.075022","0.07502","","",""
"LIFE_0000000029","PUBLISHED","2012","AFR","AGE30-34","MLE","0.006746","0.00675","","",""
"LIFE_0000000033","PUBLISHED","2013","AFR","AGE65-69","FMLE","267979.3","267979.30000","","",""
"LIFE_0000000029","PUBLISHED","1990","AFR","AGE75-79","FMLE","0.095878","0.09588","","",""
"LIFE_0000000029","PUBLISHED","1990","AFR","AGE1-4","MLE","0.020514","0.02051","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGE35-39","MLE","30.5","30.54744","","",""
"LIFE_0000000033","PUBLISHED","1990","AFR","AGE1-4","BTSX","340711.9","340711.90000","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE50-54","FMLE","62175.8","62175.79000","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE60-64","FMLE","1100225","1100225.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","AFR","AGE100PLUS","MLE","1.6","1.58247","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGE50-54","MLE","21.1","21.12284","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE80-84","MLE","5.3","5.32743","","",""
"LIFE_0000000032","PUBLISHED","2013","AFR","AGE85-89","FMLE","8175.6","8175.62500","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGELT1","FMLE","51.4","51.39949","","",""
"LIFE_0000000029","PUBLISHED","2012","AFR","AGE5-9","FMLE","0.004218","0.00422","","",""
"LIFE_0000000032","PUBLISHED","2013","AFR","AGE70-74","FMLE","10983.4","10983.35000","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE35-39","FMLE","342931.9","342931.90000","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE1-4","FMLE","5045965","5045965.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","AFR","AGE90-94","FMLE","4545.5","4545.53200","","",""
"LIFE_0000000031","PUBLISHED","2013","AFR","AGE75-79","FMLE","38250.9","38250.91000","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE65-69","FMLE","0.167945","0.16795","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE25-29","FMLE","3680175","3680175.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE100PLUS","BTSX","158.9","158.94840","","",""
"LIFE_0000000032","PUBLISHED","2000","AFR","AGELT1","MLE","10085.4","10085.40000","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE90-94","BTSX","8763.2","8763.17100","","",""
"LIFE_0000000029","PUBLISHED","2013","AFR","AGE25-29","MLE","0.005078","0.00508","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGELT1","BTSX","93452.7","93452.68000","","",""
"LIFE_0000000034","PUBLISHED","1990","AFR","AGE55-59","BTSX","1026447","1026447.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","AFR","AGE50-54","BTSX","22","22.02081","","",""
"LIFE_0000000031","PUBLISHED","2000","AFR","AGE15-19","MLE","80164.8","80164.77000","","",""
"LIFE_0000000032","PUBLISHED","2013","AFR","AGE45-49","BTSX","3622","3621.95000","","",""
"LIFE_0000000033","PUBLISHED","1990","AFR","AGE90-94","BTSX","4342.3","4342.28200","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE80-84","BTSX","8674.8","8674.79000","","",""
"LIFE_0000000029","PUBLISHED","2013","AFR","AGE55-59","MLE","0.017926","0.01793","","",""
"LIFE_0000000029","PUBLISHED","2000","AFR","AGE85-89","FMLE","0.222829","0.22283","","",""
"LIFE_0000000030","PUBLISHED","2013","AFR","AGE50-54","MLE","0.068323","0.06832","","",""
"LIFE_0000000033","PUBLISHED","2013","AFR","AGE40-44","BTSX","376552.4","376552.40000","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE45-49","FMLE","358422.9","358422.90000","","",""
"LIFE_0000000035","PUBLISHED","2012","AFR","AGE20-24","FMLE","47.4","47.41056","","",""
"LIFE_0000000029","PUBLISHED","2000","AFR","AGE100PLUS","FMLE","0.545291","0.54529","","",""
"LIFE_0000000035","PUBLISHED","1990","AFR","AGE90-94","FMLE","3","2.96605","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE30-34","BTSX","38.8","38.75129","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE35-39","BTSX","2796793","2796793.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE85-89","BTSX","6343.6","6343.58900","","",""
"LIFE_0000000030","PUBLISHED","1990","AFR","AGE90-94","BTSX","0.824052","0.82405","","",""
"LIFE_0000000033","PUBLISHED","1990","AFR","AGE100PLUS","FMLE","97.6","97.59039","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE70-74","MLE","179175.6","179175.60000","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE50-54","MLE","1523077","1523077.00000","","",""
"LIFE_0000000029","PUBLISHED","2000","AFR","AGE30-34","BTSX","0.010619","0.01062","","",""
"LIFE_0000000035","PUBLISHED","2012","AFR","AGE60-64","MLE","15.7","15.74305","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE55-59","FMLE","66182.6","66182.60000","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE80-84","MLE","99687.8","99687.81000","","",""
"LIFE_0000000030","PUBLISHED","2013","AFR","AGELT1","FMLE","0.055525","0.05553","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE1-4","MLE","5596845","5596845.00000","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE45-49","MLE","4011.5","4011.45800","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE20-24","MLE","0.028679","0.02868","","",""
"LIFE_0000000035","PUBLISHED","1990","AFR","AGE35-39","BTSX","32.9","32.85876","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE5-9","FMLE","2697.9","2697.85400","","",""
"LIFE_0000000032","PUBLISHED","2000","AFR","AGE15-19","BTSX","1477.2","1477.17700","","",""
"LIFE_0000000033","PUBLISHED","1990","AFR","AGE1-4","FMLE","344261.1","344261.10000","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE40-44","BTSX","0.063776","0.06378","","",""
"LIFE_0000000029","PUBLISHED","2013","AFR","AGE75-79","BTSX","0.085874","0.08587","","",""
"LIFE_0000000032","PUBLISHED","2000","AFR","AGE30-34","BTSX","3826.9","3826.86900","","",""
"LIFE_0000000034","PUBLISHED","1990","AFR","AGE20-24","MLE","3232465","3232465.00000","","",""
"LIFE_0000000035","PUBLISHED","2012","AFR","AGE95-99","BTSX","2.3","2.32954","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE30-34","BTSX","82157.3","82157.28000","","",""
"LIFE_0000000030","PUBLISHED","1990","AFR","AGE70-74","MLE","0.303827","0.30383","","",""
"LIFE_0000000031","PUBLISHED","2000","AFR","AGE95-99","BTSX","357.7","357.68270","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE75-79","MLE","229070.4","229070.40000","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE35-39","BTSX","388774.1","388774.10000","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE60-64","MLE","6916.2","6916.23700","","",""
"LIFE_0000000034","PUBLISHED","1990","AFR","AGE10-14","FMLE","4352052","4352052.00000","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGELT1","BTSX","5840391","5840391.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE15-19","BTSX","78629.4","78629.44000","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE65-69","MLE","40086.9","40086.87000","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE10-14","BTSX","1368.2","1368.18700","","",""
"LIFE_0000000034","PUBLISHED","1990","AFR","AGELT1","FMLE","5200433","5200433.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE60-64","BTSX","59412.5","59412.52000","","",""
"LIFE_0000000033","PUBLISHED","2013","AFR","AGE95-99","MLE","880.4","880.44440","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE60-64","FMLE","294735.4","294735.40000","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE5-9","BTSX","447194.3","447194.30000","","",""
"LIFE_0000000030","PUBLISHED","2012","AFR","AGE65-69","BTSX","0.161022","0.16102","","",""
"LIFE_0000000030","PUBLISHED","2012","AFR","AGE50-54","BTSX","0.061986","0.06199","","",""
"LIFE_0000000029","PUBLISHED","2012","AFR","AGE20-24","MLE","0.004305","0.00431","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE40-44","FMLE","2459315","2459315.00000","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGE40-44","MLE","27.5","27.47854","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE70-74","FMLE","47672.1","47672.08000","","",""
"LIFE_0000000032","PUBLISHED","2012","AFR","AGE5-9","MLE","1906.3","1906.34600","","",""
"LIFE_0000000030","PUBLISHED","2012","AFR","AGE75-79","FMLE","0.335069","0.33507","","",""
"LIFE_0000000030","PUBLISHED","2012","AFR","AGE1-4","MLE","0.035724","0.03572","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE10-14","MLE","87950.6","87950.57000","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE85-89","FMLE","12252.8","12252.82000","","",""
"LIFE_0000000032","PUBLISHED","2012","AFR","AGE65-69","FMLE","8140.5","8140.53700","","",""
"LIFE_0000000029","PUBLISHED","1990","AFR","AGE10-14","BTSX","0.00345","0.00345","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE100PLUS","MLE","68.8","68.84104","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE85-89","BTSX","19524.3","19524.27000","","",""
"LIFE_0000000029","PUBLISHED","2012","AFR","AGE80-84","FMLE","0.135731","0.13573","","",""
"LIFE_0000000033","PUBLISHED","2013","AFR","AGE40-44","FMLE","381668.9","381668.90000","","",""
"LIFE_0000000030","PUBLISHED","1990","AFR","AGE20-24","BTSX","0.028011","0.02801","","",""
"LIFE_0000000030","PUBLISHED","1990","AFR","AGE45-49","FMLE","0.049815","0.04982","","",""
"LIFE_0000000030","PUBLISHED","1990","AFR","AGE60-64","FMLE","0.117415","0.11742","","",""
"LIFE_0000000033","PUBLISHED","1990","AFR","AGE15-19","FMLE","394099.5","394099.50000","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE20-24","FMLE","1902.6","1902.61100","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGELT1","MLE","5629975","5629975.00000","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE40-44","FMLE","68470.4","68470.45000","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGE85-89","FMLE","4","4.03116","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE25-29","FMLE","76116","76115.98000","","",""
"LIFE_0000000032","PUBLISHED","2000","AFR","AGE90-94","BTSX","1564","1564.02100","","",""
"LIFE_0000000031","PUBLISHED","2013","AFR","AGE65-69","FMLE","57513.1","57513.06000","","",""
"LIFE_0000000035","PUBLISHED","2012","AFR","AGE70-74","BTSX","10.3","10.26868","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE35-39","FMLE","2316242","2316242.00000","","",""
"LIFE_0000000032","PUBLISHED","2013","AFR","AGE90-94","FMLE","3561","3560.99500","","",""
"LIFE_0000000030","PUBLISHED","2013","AFR","AGE75-79","BTSX","0.353507","0.35351","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE10-14","FMLE","411596","411596.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE55-59","FMLE","0.084101","0.08410","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE20-24","FMLE","3458245","3458245.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","AFR","AGE85-89","FMLE","0.642679","0.64268","","",""
"LIFE_0000000031","PUBLISHED","2013","AFR","AGE95-99","FMLE","984.5","984.53690","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE75-79","MLE","150721.4","150721.40000","","",""
"LIFE_0000000030","PUBLISHED","2012","AFR","AGE30-34","MLE","0.033188","0.03319","","",""
"LIFE_0000000035","PUBLISHED","2000","AFR","AGE55-59","MLE","17.9","17.91756","","",""
"LIFE_0000000035","PUBLISHED","1990","AFR","AGE40-44","BTSX","29.2","29.21952","","",""
"LIFE_0000000031","PUBLISHED","2000","AFR","AGE50-54","FMLE","58588","58588.05000","","",""
"LIFE_0000000032","PUBLISHED","2000","AFR","AGE60-64","FMLE","5730.1","5730.13200","","",""
"LIFE_0000000029","PUBLISHED","1990","AFR","AGE40-44","BTSX","0.010193","0.01019","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE1-4","BTSX","347231.5","347231.50000","","",""
"LIFE_0000000035","PUBLISHED","2012","AFR","AGE35-39","MLE","33.3","33.31783","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE40-44","BTSX","2403780","2403780.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGE5-9","FMLE","4695595","4695595.00000","","",""
"LIFE_0000000032","PUBLISHED","2000","AFR","AGE100PLUS","MLE","17.5","17.46107","","",""
"LIFE_0000000031","PUBLISHED","2000","AFR","AGE10-14","BTSX","82183.3","82183.27000","","",""
"LIFE_0000000029","PUBLISHED","2012","AFR","AGE10-14","FMLE","0.002619","0.00262","","",""
"LIFE_0000000032","PUBLISHED","2000","AFR","AGE70-74","MLE","9066.8","9066.79900","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE95-99","MLE","0.917476","0.91748","","",""
"LIFE_0000000033","PUBLISHED","1990","AFR","AGE90-94","FMLE","5990.9","5990.87200","","",""
"LIFE_0000000031","PUBLISHED","2013","AFR","AGE55-59","BTSX","65814.3","65814.27000","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE10-14","BTSX","4928226","4928226.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","AFR","AGE55-59","FMLE","328945.1","328945.10000","","",""
"LIFE_0000000033","PUBLISHED","2013","AFR","AGE15-19","BTSX","435558.5","435558.50000","","",""
"LIFE_0000000030","PUBLISHED","2013","AFR","AGE45-49","BTSX","0.049207","0.04921","","",""
"LIFE_0000000031","PUBLISHED","2013","AFR","AGE40-44","BTSX","76973.9","76973.91000","","",""
"LIFE_0000000034","PUBLISHED","2000","AFR","AGELT1","BTSX","5017085","5017085.00000","","",""
"LIFE_0000000029","PUBLISHED","2013","AFR","AGE30-34","MLE","0.006301","0.00630","","",""
"LIFE_0000000034","PUBLISHED","1990","AFR","AGE55-59","MLE","928233.3","928233.30000","","",""
"LIFE_0000000030","PUBLISHED","2012","AFR","AGE80-84","FMLE","0.501308","0.50131","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE85-89","MLE","32857.8","32857.75000","","",""
"LIFE_0000000030","PUBLISHED","2013","AFR","AGE1-4","FMLE","0.033126","0.03313","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE60-64","MLE","268534.5","268534.50000","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE90-94","MLE","6197.7","6197.69900","","",""
"LIFE_0000000029","PUBLISHED","2013","AFR","AGE5-9","FMLE","0.004116","0.00412","","",""
"LIFE_0000000032","PUBLISHED","2012","AFR","AGE15-19","BTSX","1334.9","1334.90300","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE75-79","MLE","122468.2","122468.20000","","",""
"LIFE_0000000031","PUBLISHED","2000","AFR","AGE25-29","BTSX","77246.1","77246.08000","","",""
"LIFE_0000000035","PUBLISHED","1990","AFR","AGE70-74","BTSX","9.3","9.29364","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE70-74","MLE","31730.1","31730.07000","","",""
"LIFE_0000000033","PUBLISHED","1990","AFR","AGE30-34","MLE","347705.3","347705.30000","","",""
"LIFE_0000000029","PUBLISHED","2000","AFR","AGE65-69","BTSX","0.040145","0.04015","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE1-4","MLE","60","59.95470","","",""
"LIFE_0000000029","PUBLISHED","2013","AFR","AGELT1","BTSX","0.063837","0.06384","","",""
"LIFE_0000000029","PUBLISHED","2000","AFR","AGE1-4","MLE","0.017507","0.01751","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE10-14","MLE","0.015424","0.01542","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE35-39","FMLE","392489.9","392489.90000","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE45-49","FMLE","2083961","2083961.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGELT1","MLE","0.100854","0.10085","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE80-84","BTSX","5.6","5.62871","","",""
"LIFE_0000000034","PUBLISHED","1990","AFR","AGE75-79","BTSX","176027.5","176027.50000","","",""
"LIFE_0000000035","PUBLISHED","1990","AFR","AGE5-9","MLE","53.9","53.91008","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE25-29","MLE","0.040372","0.04037","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE15-19","BTSX","401102","401102.00000","","",""
"LIFE_0000000029","PUBLISHED","2000","AFR","AGE30-34","MLE","0.010482","0.01048","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE55-59","MLE","1198139","1198139.00000","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE100PLUS","BTSX","34.1","34.08185","","",""
"LIFE_0000000034","PUBLISHED","1990","AFR","AGE100PLUS","FMLE","97.6","97.59039","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE20-24","BTSX","86042.6","86042.58000","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE60-64","FMLE","61743.9","61743.85000","","",""
"LIFE_0000000034","PUBLISHED","2012","AFR","AGE30-34","FMLE","3259746","3259746.00000","","",""
"LIFE_0000000032","PUBLISHED","2012","AFR","AGE55-59","FMLE","4438.8","4438.75100","","",""
"LIFE_0000000035","PUBLISHED","2012","AFR","AGE50-54","MLE","22.6","22.63447","","",""
"LIFE_0000000034","PUBLISHED","2013","AFR","AGE100PLUS","BTSX","169","168.97060","","",""
"LIFE_0000000033","PUBLISHED","2012","AFR","AGE50-54","FMLE","340625","340625.00000","","",""
"LIFE_0000000035","PUBLISHED","1990","AFR","AGELT1","FMLE","52","52.00433","","",""
"LIFE_0000000032","PUBLISHED","2000","AFR","AGE1-4","MLE","6026.1","6026.14100","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE15-19","MLE","86813.4","86813.37000","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE90-94","FMLE","4308.5","4308.47900","","",""
"LIFE_0000000031","PUBLISHED","2000","AFR","AGE80-84","MLE","12973.9","12973.92000","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE50-54","FMLE","24.8","24.84478","","",""
"LIFE_0000000031","PUBLISHED","2012","AFR","AGE1-4","MLE","93185.9","93185.87000","","",""
"LIFE_0000000031","PUBLISHED","1990","AFR","AGE60-64","FMLE","53620.8","53620.84000","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE35-39","FMLE","36.1","36.09796","","",""
"LIFE_0000000032","PUBLISHED","1990","AFR","AGE40-44","FMLE","3035","3034.99600","","",""
"LIFE_0000000030","PUBLISHED","2012","AFR","AGE95-99","FMLE","0.862435","0.86244","","",""
"LIFE_0000000033","PUBLISHED","2000","AFR","AGE90-94","BTSX","4772.1","4772.12300","","",""
"LIFE_0000000030","PUBLISHED","2000","AFR","AGE85-89","MLE","0.737695","0.73770","","",""
"LIFE_0000000035","PUBLISHED","2013","AFR","AGE20-24","FMLE","48.1","48.10728","","",""
