"GHO","PUBLISHSTATE","YEAR","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE35-39","MLE","1230.4","1230.42700","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE40-44","MLE","92923.6","92923.63000","","",""
"LIFE_0000000032","PUBLISHED","2013","AMR","AGE90-94","FMLE","15499.6","15499.59000","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE100PLUS","MLE","934.9","934.91040","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE25-29","FMLE","0.000723","0.00072","","",""
"LIFE_0000000033","PUBLISHED","2013","AMR","AGE60-64","BTSX","420192.7","420192.70000","","",""
"LIFE_0000000033","PUBLISHED","2013","AMR","AGE100PLUS","FMLE","9036.6","9036.63800","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE5-9","FMLE","492789.3","492789.30000","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE35-39","FMLE","0.006338","0.00634","","",""
"LIFE_0000000030","PUBLISHED","1990","AMR","AGE65-69","BTSX","0.109873","0.10987","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE80-84","FMLE","15670.4","15670.42000","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE1-4","BTSX","0.000592","0.00059","","",""
"LIFE_0000000029","PUBLISHED","1990","AMR","AGE85-89","BTSX","0.128068","0.12807","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE30-34","FMLE","97448.7","97448.74000","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGELT1","FMLE","1157.2","1157.19300","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE1-4","FMLE","98842.8","98842.80000","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE10-14","FMLE","139.4","139.39980","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE15-19","FMLE","98349.9","98349.90000","","",""
"LIFE_0000000035","PUBLISHED","2000","AMR","AGE5-9","BTSX","70.9","70.89028","","",""
"LIFE_0000000030","PUBLISHED","2000","AMR","AGE85-89","FMLE","0.427839","0.42784","","",""
"LIFE_0000000034","PUBLISHED","2000","AMR","AGE75-79","MLE","524530.1","524530.10000","","",""
"LIFE_0000000031","PUBLISHED","1990","AMR","AGE30-34","BTSX","93158","93158.03000","","",""
"LIFE_0000000031","PUBLISHED","1990","AMR","AGE60-64","BTSX","79991.7","79991.72000","","",""
"LIFE_0000000029","PUBLISHED","1990","AMR","AGE50-54","MLE","0.008983","0.00898","","",""
"LIFE_0000000035","PUBLISHED","2013","AMR","AGE20-24","BTSX","58.3","58.32124","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE100PLUS","BTSX","0.36754","0.36754","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE60-64","MLE","0.068511","0.06851","","",""
"LIFE_0000000033","PUBLISHED","1990","AMR","AGE20-24","BTSX","471778.3","471778.30000","","",""
"LIFE_0000000029","PUBLISHED","2000","AMR","AGE5-9","BTSX","0.000413","0.00041","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE50-54","MLE","0.00674","0.00674","","",""
"LIFE_0000000035","PUBLISHED","2000","AMR","AGE85-89","MLE","5.7","5.65888","","",""
"LIFE_0000000035","PUBLISHED","2013","AMR","AGE1-4","MLE","73.9","73.89472","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE85-89","BTSX","37899.7","37899.72000","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE95-99","MLE","3.4","3.38756","","",""
"LIFE_0000000031","PUBLISHED","2000","AMR","AGE40-44","BTSX","93193.1","93193.07000","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGE55-59","MLE","1767571","1767571.00000","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE35-39","BTSX","1034.5","1034.54600","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE90-94","BTSX","0.587184","0.58718","","",""
"LIFE_0000000029","PUBLISHED","2000","AMR","AGE45-49","MLE","0.00541","0.00541","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE65-69","BTSX","7756.8","7756.84000","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE50-54","BTSX","2670.5","2670.48100","","",""
"LIFE_0000000029","PUBLISHED","2013","AMR","AGE60-64","MLE","0.013951","0.01395","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE70-74","MLE","0.149919","0.14992","","",""
"LIFE_0000000033","PUBLISHED","2000","AMR","AGE30-34","BTSX","473286.9","473286.90000","","",""
"LIFE_0000000030","PUBLISHED","2000","AMR","AGE1-4","FMLE","0.004146","0.00415","","",""
"LIFE_0000000034","PUBLISHED","2012","AMR","AGE100PLUS","MLE","3680.9","3680.94000","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE55-59","MLE","0.046582","0.04658","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE70-74","FMLE","8356.3","8356.28200","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE85-89","MLE","0.468581","0.46858","","",""
"LIFE_0000000029","PUBLISHED","2000","AMR","AGE5-9","FMLE","0.000365","0.00037","","",""
"LIFE_0000000031","PUBLISHED","2000","AMR","AGE5-9","MLE","97129.5","97129.48000","","",""
"LIFE_0000000035","PUBLISHED","1990","AMR","AGE10-14","FMLE","67.9","67.91047","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE50-54","MLE","89633.3","89633.33000","","",""
"LIFE_0000000035","PUBLISHED","1990","AMR","AGE85-89","BTSX","6.1","6.08680","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGE90-94","BTSX","64989.2","64989.16000","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE45-49","FMLE","0.013329","0.01333","","",""
"LIFE_0000000033","PUBLISHED","2013","AMR","AGE40-44","MLE","462254.9","462254.90000","","",""
"LIFE_0000000033","PUBLISHED","2013","AMR","AGE55-59","MLE","424023.5","424023.50000","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE55-59","FMLE","28.1","28.06801","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE40-44","FMLE","41.6","41.62554","","",""
"LIFE_0000000032","PUBLISHED","2013","AMR","AGE30-34","MLE","1075.7","1075.72200","","",""
"LIFE_0000000029","PUBLISHED","2013","AMR","AGE50-54","FMLE","0.003967","0.00397","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE30-34","FMLE","0.004477","0.00448","","",""
"LIFE_0000000030","PUBLISHED","2000","AMR","AGE75-79","BTSX","0.213409","0.21341","","",""
"LIFE_0000000033","PUBLISHED","2000","AMR","AGE70-74","FMLE","358481.5","358481.50000","","",""
"LIFE_0000000030","PUBLISHED","2000","AMR","AGE60-64","BTSX","0.0668","0.06680","","",""
"LIFE_0000000031","PUBLISHED","2000","AMR","AGE70-74","BTSX","70056.5","70056.50000","","",""
"LIFE_0000000033","PUBLISHED","2013","AMR","AGE1-4","FMLE","395012.4","395012.40000","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE15-19","FMLE","0.002408","0.00241","","",""
"LIFE_0000000033","PUBLISHED","2000","AMR","AGE85-89","FMLE","151827.6","151827.60000","","",""
"LIFE_0000000029","PUBLISHED","2013","AMR","AGELT1","BTSX","0.012721","0.01272","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE25-29","FMLE","97884","97884.03000","","",""
"LIFE_0000000035","PUBLISHED","1990","AMR","AGE100PLUS","BTSX","2.6","2.56815","","",""
"LIFE_0000000029","PUBLISHED","1990","AMR","AGE10-14","FMLE","0.000416","0.00042","","",""
"LIFE_0000000033","PUBLISHED","1990","AMR","AGE75-79","MLE","200413.5","200413.50000","","",""
"LIFE_0000000029","PUBLISHED","2000","AMR","AGE65-69","BTSX","0.020956","0.02096","","",""
"LIFE_0000000035","PUBLISHED","2013","AMR","AGE15-19","MLE","60.3","60.29734","","",""
"LIFE_0000000032","PUBLISHED","2013","AMR","AGE20-24","FMLE","291","291.02010","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE20-24","MLE","484014.3","484014.30000","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE90-94","BTSX","0.17684","0.17684","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE55-59","FMLE","3451.1","3451.14400","","",""
"LIFE_0000000031","PUBLISHED","1990","AMR","AGE60-64","FMLE","84733.9","84733.91000","","",""
"LIFE_0000000033","PUBLISHED","1990","AMR","AGE35-39","FMLE","467915.6","467915.60000","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE70-74","FMLE","9460.6","9460.63500","","",""
"LIFE_0000000030","PUBLISHED","1990","AMR","AGE40-44","BTSX","0.016422","0.01642","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE5-9","FMLE","178","177.95230","","",""
"LIFE_0000000033","PUBLISHED","1990","AMR","AGE65-69","FMLE","382297.1","382297.10000","","",""
"LIFE_0000000029","PUBLISHED","2000","AMR","AGE60-64","MLE","0.017013","0.01701","","",""
"LIFE_0000000031","PUBLISHED","1990","AMR","AGE1-4","MLE","96299.6","96299.55000","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE70-74","BTSX","0.126307","0.12631","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE65-69","BTSX","81116","81116.02000","","",""
"LIFE_0000000034","PUBLISHED","2000","AMR","AGE100PLUS","BTSX","4335.9","4335.92500","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE100PLUS","FMLE","3171.5","3171.48700","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE15-19","BTSX","538.3","538.27580","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE75-79","BTSX","0.042031","0.04203","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE95-99","MLE","2248.2","2248.18400","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGE20-24","BTSX","5217319","5217319.00000","","",""
"LIFE_0000000030","PUBLISHED","2000","AMR","AGE15-19","FMLE","0.002813","0.00281","","",""
"LIFE_0000000034","PUBLISHED","2013","AMR","AGE95-99","MLE","20618.5","20618.47000","","",""
"LIFE_0000000035","PUBLISHED","1990","AMR","AGE15-19","BTSX","59.8","59.75684","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE50-54","MLE","0.033165","0.03317","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE60-64","BTSX","4792.6","4792.61600","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGELT1","MLE","73.5","73.50419","","",""
"LIFE_0000000029","PUBLISHED","2013","AMR","AGE5-9","MLE","0.000318","0.00032","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE70-74","BTSX","349362.4","349362.40000","","",""
"LIFE_0000000034","PUBLISHED","2013","AMR","AGE70-74","FMLE","1296430","1296430.00000","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE45-49","BTSX","35.1","35.09410","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE30-34","MLE","95240.8","95240.78000","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGE85-89","MLE","104733.6","104733.60000","","",""
"LIFE_0000000034","PUBLISHED","2012","AMR","AGE1-4","MLE","7251719","7251719.00000","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGE70-74","MLE","700215.5","700215.50000","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE45-49","MLE","91387.9","91387.86000","","",""
"LIFE_0000000035","PUBLISHED","2000","AMR","AGE20-24","FMLE","59.2","59.23910","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE5-9","BTSX","0.001458","0.00146","","",""
"LIFE_0000000029","PUBLISHED","1990","AMR","AGE85-89","FMLE","0.115187","0.11519","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE15-19","BTSX","62.8","62.80952","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE25-29","MLE","1032.2","1032.18500","","",""
"LIFE_0000000033","PUBLISHED","2013","AMR","AGE75-79","FMLE","331913.2","331913.20000","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE60-64","MLE","0.067535","0.06754","","",""
"LIFE_0000000030","PUBLISHED","2000","AMR","AGE15-19","MLE","0.007014","0.00701","","",""
"LIFE_0000000030","PUBLISHED","1990","AMR","AGE55-59","BTSX","0.051754","0.05175","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE90-94","MLE","7780.9","7780.91600","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE25-29","FMLE","0.003608","0.00361","","",""
"LIFE_0000000034","PUBLISHED","2013","AMR","AGE60-64","BTSX","1944213","1944213.00000","","",""
"LIFE_0000000029","PUBLISHED","2000","AMR","AGE95-99","FMLE","0.264461","0.26446","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGE1-4","MLE","6689719","6689719.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","AMR","AGE15-19","BTSX","5932247","5932247.00000","","",""
"LIFE_0000000034","PUBLISHED","2013","AMR","AGE45-49","BTSX","3303055","3303055.00000","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE45-49","MLE","0.022183","0.02218","","",""
"LIFE_0000000035","PUBLISHED","2000","AMR","AGE10-14","BTSX","66","66.03168","","",""
"LIFE_0000000032","PUBLISHED","2013","AMR","AGE55-59","BTSX","3335.2","3335.17300","","",""
"LIFE_0000000030","PUBLISHED","1990","AMR","AGELT1","FMLE","0.030145","0.03015","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE80-84","FMLE","15796.9","15796.93000","","",""
"LIFE_0000000034","PUBLISHED","2013","AMR","AGE30-34","BTSX","4731429","4731429.00000","","",""
"LIFE_0000000029","PUBLISHED","1990","AMR","AGE55-59","MLE","0.013459","0.01346","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE1-4","FMLE","98883","98882.98000","","",""
"LIFE_0000000035","PUBLISHED","2000","AMR","AGE90-94","MLE","4.2","4.23301","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE40-44","MLE","93167.5","93167.52000","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE65-69","MLE","0.10133","0.10133","","",""
"LIFE_0000000034","PUBLISHED","2013","AMR","AGE25-29","MLE","4937142","4937142.00000","","",""
"LIFE_0000000034","PUBLISHED","2013","AMR","AGE100PLUS","FMLE","9036.6","9036.63800","","",""
"LIFE_0000000032","PUBLISHED","2013","AMR","AGE95-99","FMLE","8624","8624.03000","","",""
"LIFE_0000000031","PUBLISHED","1990","AMR","AGE30-34","MLE","91831.1","91831.15000","","",""
"LIFE_0000000033","PUBLISHED","2000","AMR","AGE75-79","FMLE","305114.8","305114.80000","","",""
"LIFE_0000000035","PUBLISHED","2013","AMR","AGE20-24","MLE","55.7","55.65812","","",""
"LIFE_0000000029","PUBLISHED","2000","AMR","AGE55-59","BTSX","0.009016","0.00902","","",""
"LIFE_0000000033","PUBLISHED","2000","AMR","AGE45-49","FMLE","467022.1","467022.10000","","",""
"LIFE_0000000035","PUBLISHED","2000","AMR","AGE50-54","FMLE","31.1","31.12635","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE100PLUS","FMLE","3325.7","3325.65500","","",""
"LIFE_0000000031","PUBLISHED","2000","AMR","AGE45-49","BTSX","91810.1","91810.07000","","",""
"LIFE_0000000035","PUBLISHED","2013","AMR","AGE80-84","FMLE","9.7","9.67189","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE40-44","FMLE","0.009135","0.00914","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE25-29","BTSX","747.6","747.60350","","",""
"LIFE_0000000034","PUBLISHED","2013","AMR","AGE85-89","FMLE","319075","319075.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","AMR","AGE90-94","FMLE","95287.5","95287.51000","","",""
"LIFE_0000000033","PUBLISHED","2000","AMR","AGE20-24","BTSX","480880.1","480880.10000","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE15-19","FMLE","0.000502","0.00050","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE95-99","BTSX","0.727969","0.72797","","",""
"LIFE_0000000029","PUBLISHED","2013","AMR","AGE70-74","FMLE","0.021834","0.02183","","",""
"LIFE_0000000034","PUBLISHED","2012","AMR","AGE80-84","FMLE","572398.3","572398.30000","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGELT1","BTSX","0.012577","0.01258","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE5-9","BTSX","98514.4","98514.41000","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE20-24","BTSX","0.001354","0.00135","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE90-94","MLE","0.633607","0.63361","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE75-79","MLE","0.222898","0.22290","","",""
"LIFE_0000000035","PUBLISHED","1990","AMR","AGE75-79","BTSX","10.6","10.59761","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE35-39","BTSX","921.8","921.84740","","",""
"LIFE_0000000032","PUBLISHED","2013","AMR","AGE10-14","FMLE","132.4","132.37460","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE5-9","BTSX","72.6","72.59055","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE45-49","FMLE","37","36.98506","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE85-89","MLE","10607.4","10607.40000","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE45-49","FMLE","95655.6","95655.65000","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE30-34","BTSX","479773.1","479773.10000","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE50-54","FMLE","0.01965","0.01965","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGE60-64","MLE","1377146","1377146.00000","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGELT1","FMLE","1925.9","1925.90600","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE20-24","BTSX","58.1","58.09326","","",""
"LIFE_0000000031","PUBLISHED","2000","AMR","AGE1-4","FMLE","98074.1","98074.09000","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE100PLUS","MLE","2.7","2.71294","","",""
"LIFE_0000000031","PUBLISHED","2013","AMR","AGE15-19","FMLE","98412","98412.02000","","",""
"LIFE_0000000034","PUBLISHED","2000","AMR","AGE10-14","MLE","6112292","6112292.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","AMR","AGE20-24","FMLE","490182.1","490182.10000","","",""
"LIFE_0000000033","PUBLISHED","1990","AMR","AGE80-84","MLE","130849.3","130849.30000","","",""
"LIFE_0000000033","PUBLISHED","1990","AMR","AGE65-69","MLE","317607.3","317607.30000","","",""
"LIFE_0000000033","PUBLISHED","2000","AMR","AGE50-54","BTSX","443004.1","443004.10000","","",""
"LIFE_0000000030","PUBLISHED","2013","AMR","AGE10-14","BTSX","0.001582","0.00158","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE85-89","FMLE","176566.3","176566.30000","","",""
"LIFE_0000000029","PUBLISHED","2013","AMR","AGE80-84","MLE","0.078625","0.07863","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE85-89","MLE","6","6.03063","","",""
"LIFE_0000000032","PUBLISHED","2000","AMR","AGE55-59","BTSX","3848.2","3848.17300","","",""
"LIFE_0000000029","PUBLISHED","2000","AMR","AGE35-39","MLE","0.00298","0.00298","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE95-99","FMLE","11487.7","11487.74000","","",""
"LIFE_0000000030","PUBLISHED","2000","AMR","AGE30-34","MLE","0.012463","0.01246","","",""
"LIFE_0000000035","PUBLISHED","2000","AMR","AGE65-69","MLE","15.9","15.90792","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE1-4","FMLE","394833.7","394833.70000","","",""
"LIFE_0000000031","PUBLISHED","1990","AMR","AGE25-29","BTSX","93973.5","93973.54000","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE80-84","BTSX","15340.7","15340.73000","","",""
"LIFE_0000000035","PUBLISHED","1990","AMR","AGE45-49","FMLE","34.8","34.77495","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE65-69","BTSX","6746.8","6746.80500","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE75-79","MLE","0.050487","0.05049","","",""
"LIFE_0000000035","PUBLISHED","2012","AMR","AGE1-4","MLE","73.6","73.58058","","",""
"LIFE_0000000033","PUBLISHED","1990","AMR","AGE30-34","BTSX","463468.3","463468.30000","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGE25-29","BTSX","4745540","4745540.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE85-89","BTSX","37239.7","37239.71000","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE1-4","FMLE","0.002175","0.00218","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE10-14","MLE","490212.1","490212.10000","","",""
"LIFE_0000000033","PUBLISHED","2000","AMR","AGE50-54","FMLE","458278.8","458278.80000","","",""
"LIFE_0000000029","PUBLISHED","1990","AMR","AGE75-79","FMLE","0.043345","0.04335","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE70-74","MLE","0.15166","0.15166","","",""
"LIFE_0000000029","PUBLISHED","2012","AMR","AGE60-64","MLE","0.014162","0.01416","","",""
"LIFE_0000000034","PUBLISHED","2012","AMR","AGE40-44","BTSX","3749061","3749061.00000","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE35-39","MLE","94154.1","94154.06000","","",""
"LIFE_0000000031","PUBLISHED","2012","AMR","AGE50-54","MLE","89290.9","89290.89000","","",""
"LIFE_0000000030","PUBLISHED","2012","AMR","AGE40-44","MLE","0.016527","0.01653","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE75-79","FMLE","12435.5","12435.55000","","",""
"LIFE_0000000035","PUBLISHED","2000","AMR","AGE25-29","FMLE","54.4","54.43780","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE40-44","MLE","460934.6","460934.60000","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE1-4","MLE","898.5","898.48300","","",""
"LIFE_0000000032","PUBLISHED","1990","AMR","AGE60-64","FMLE","4962","4961.98400","","",""
"LIFE_0000000031","PUBLISHED","1990","AMR","AGE5-9","MLE","95401.1","95401.07000","","",""
"LIFE_0000000032","PUBLISHED","2012","AMR","AGE15-19","MLE","667","667.02950","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE25-29","MLE","478863.1","478863.10000","","",""
"LIFE_0000000033","PUBLISHED","2012","AMR","AGE100PLUS","FMLE","8637.5","8637.47300","","",""
"LIFE_0000000034","PUBLISHED","1990","AMR","AGELT1","BTSX","7128675","7128675.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","AMR","AGE10-14","MLE","0.002962","0.00296","","",""
"LIFE_0000000034","PUBLISHED","2012","AMR","AGE20-24","MLE","5388559","5388559.00000","","",""
"LIFE_0000000033","PUBLISHED","1990","AMR","AGE55-59","FMLE","432538.3","432538.30000","","",""
