"GHO","PUBLISHSTATE","YEAR","REGION","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE25-29","MLE","0.001726","0.00173","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE15-19","FMLE","493223.7","493223.70000","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE10-14","MLE","0.000301","0.00030","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE30-34","MLE","4312802","4312802.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","EUR","AGE95-99","BTSX","7079.6","7079.62100","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE1-4","BTSX","98971","98971.04000","","",""
"LIFE_0000000031","PUBLISHED","1990","EUR","AGE50-54","MLE","85736.6","85736.59000","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE70-74","BTSX","303305.2","303305.20000","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE100PLUS","BTSX","1","1.00000","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE60-64","MLE","1569875","1569875.00000","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE95-99","FMLE","14732.1","14732.08000","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE20-24","FMLE","6005097","6005097.00000","","",""
"LIFE_0000000032","PUBLISHED","2000","EUR","AGE85-89","FMLE","17552.8","17552.81000","","",""
"LIFE_0000000035","PUBLISHED","2013","EUR","AGE15-19","FMLE","65.8","65.79516","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE5-9","FMLE","7487333","7487333.00000","","",""
"LIFE_0000000034","PUBLISHED","2000","EUR","AGE90-94","FMLE","72819.3","72819.27000","","",""
"LIFE_0000000030","PUBLISHED","2000","EUR","AGE85-89","BTSX","0.517731","0.51773","","",""
"LIFE_0000000030","PUBLISHED","2000","EUR","AGE70-74","BTSX","0.173033","0.17303","","",""
"LIFE_0000000034","PUBLISHED","2000","EUR","AGE20-24","BTSX","5287977","5287977.00000","","",""
"LIFE_0000000031","PUBLISHED","2000","EUR","AGE30-34","MLE","94333.4","94333.35000","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE65-69","BTSX","1444500","1444500.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","EUR","AGE60-64","MLE","80926.1","80926.14000","","",""
"LIFE_0000000035","PUBLISHED","2013","EUR","AGE1-4","FMLE","79.5","79.52818","","",""
"LIFE_0000000031","PUBLISHED","2013","EUR","AGELT1","BTSX","100000","100000.00000","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGE70-74","MLE","11416.9","11416.86000","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGE100PLUS","BTSX","1330.1","1330.12600","","",""
"LIFE_0000000030","PUBLISHED","2000","EUR","AGE50-54","MLE","0.054284","0.05428","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE50-54","MLE","442625.9","442625.90000","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE95-99","MLE","0.797793","0.79779","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE85-89","MLE","0.140219","0.14022","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE85-89","BTSX","131765.2","131765.20000","","",""
"LIFE_0000000034","PUBLISHED","2000","EUR","AGE15-19","MLE","5356875","5356875.00000","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE45-49","FMLE","0.002241","0.00224","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGE90-94","BTSX","11642.3","11642.32000","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE100PLUS","MLE","0.445521","0.44552","","",""
"LIFE_0000000035","PUBLISHED","2000","EUR","AGE15-19","BTSX","59.3","59.29491","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE80-84","BTSX","428109.9","428109.90000","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE65-69","MLE","0.116797","0.11680","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE20-24","MLE","480049","480049.00000","","",""
"LIFE_0000000029","PUBLISHED","2012","EUR","AGE10-14","BTSX","0.000266","0.00027","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGELT1","BTSX","71.6","71.58941","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE70-74","MLE","0.050808","0.05081","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE50-54","BTSX","0.006004","0.00600","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE85-89","MLE","0.168259","0.16826","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE40-44","MLE","94195.9","94195.87000","","",""
"LIFE_0000000032","PUBLISHED","2000","EUR","AGE15-19","FMLE","246.1","246.14180","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE60-64","FMLE","425745.3","425745.30000","","",""
"LIFE_0000000031","PUBLISHED","2013","EUR","AGE50-54","FMLE","95344.9","95344.88000","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGE70-74","FMLE","1031545","1031545.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","EUR","AGE90-94","FMLE","0.686046","0.68605","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE45-49","FMLE","465915.3","465915.30000","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE85-89","MLE","52255","52254.95000","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGE20-24","BTSX","407.6","407.57930","","",""
"LIFE_0000000031","PUBLISHED","2013","EUR","AGE10-14","BTSX","98718.5","98718.54000","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE20-24","MLE","53.8","53.77487","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGE80-84","MLE","184351.8","184351.80000","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE30-34","MLE","480297.2","480297.20000","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE15-19","MLE","491086.6","491086.60000","","",""
"LIFE_0000000031","PUBLISHED","2000","EUR","AGE95-99","BTSX","4085.8","4085.78900","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE30-34","BTSX","0.007784","0.00778","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE10-14","MLE","0.001502","0.00150","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE80-84","BTSX","210708.7","210708.70000","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE30-34","FMLE","0.000934","0.00093","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE45-49","FMLE","0.003142","0.00314","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGE35-39","FMLE","43.7","43.74281","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE55-59","BTSX","4113.4","4113.40800","","",""
"LIFE_0000000031","PUBLISHED","1990","EUR","AGE45-49","BTSX","91189.6","91189.61000","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE55-59","FMLE","0.028086","0.02809","","",""
"LIFE_0000000030","PUBLISHED","2000","EUR","AGE10-14","FMLE","0.001635","0.00164","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE90-94","FMLE","79820.6","79820.56000","","",""
"LIFE_0000000031","PUBLISHED","2000","EUR","AGE60-64","MLE","74627.1","74627.07000","","",""
"LIFE_0000000031","PUBLISHED","2000","EUR","AGE20-24","FMLE","97457.4","97457.43000","","",""
"LIFE_0000000032","PUBLISHED","2000","EUR","AGE55-59","MLE","5837.6","5837.63700","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE85-89","BTSX","15732.1","15732.13000","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE75-79","BTSX","63205.4","63205.37000","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE80-84","FMLE","8.9","8.86040","","",""
"LIFE_0000000030","PUBLISHED","2012","EUR","AGE95-99","BTSX","0.781707","0.78171","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE75-79","BTSX","286540.1","286540.10000","","",""
"LIFE_0000000029","PUBLISHED","1990","EUR","AGELT1","FMLE","0.023423","0.02342","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE1-4","MLE","386949.5","386949.50000","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE45-49","MLE","457293.1","457293.10000","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE90-94","FMLE","47411.7","47411.71000","","",""
"LIFE_0000000029","PUBLISHED","1990","EUR","AGE85-89","BTSX","0.15405","0.15405","","",""
"LIFE_0000000031","PUBLISHED","1990","EUR","AGE75-79","BTSX","54551.4","54551.41000","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGELT1","MLE","6760651","6760651.00000","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE50-54","MLE","3826.8","3826.79300","","",""
"LIFE_0000000031","PUBLISHED","1990","EUR","AGE1-4","FMLE","97706","97706.05000","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE15-19","MLE","477575","477575.00000","","",""
"LIFE_0000000035","PUBLISHED","2000","EUR","AGE45-49","FMLE","34.8","34.82624","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE55-59","BTSX","2301747","2301747.00000","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGE10-14","MLE","5794972","5794972.00000","","",""
"LIFE_0000000035","PUBLISHED","2000","EUR","AGE60-64","FMLE","21.8","21.75479","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE15-19","FMLE","98722","98721.98000","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE55-59","MLE","86341.5","86341.55000","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE95-99","FMLE","30837.9","30837.93000","","",""
"LIFE_0000000035","PUBLISHED","2000","EUR","AGE20-24","BTSX","54.5","54.53639","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE35-39","MLE","40","39.97922","","",""
"LIFE_0000000029","PUBLISHED","2012","EUR","AGE15-19","BTSX","0.000515","0.00052","","",""
"LIFE_0000000029","PUBLISHED","2012","EUR","AGE55-59","FMLE","0.005752","0.00575","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE10-14","FMLE","108.8","108.82440","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE60-64","MLE","386094.5","386094.50000","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE80-84","FMLE","545993.3","545993.30000","","",""
"LIFE_0000000031","PUBLISHED","1990","EUR","AGE100PLUS","FMLE","895","895.03520","","",""
"LIFE_0000000030","PUBLISHED","1990","EUR","AGE45-49","MLE","0.033063","0.03306","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE5-9","FMLE","494435.7","494435.70000","","",""
"LIFE_0000000030","PUBLISHED","2012","EUR","AGE90-94","MLE","0.669934","0.66993","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE70-74","FMLE","359947.1","359947.10000","","",""
"LIFE_0000000035","PUBLISHED","2013","EUR","AGE50-54","BTSX","29.7","29.73941","","",""
"LIFE_0000000030","PUBLISHED","2012","EUR","AGELT1","BTSX","0.01029","0.01029","","",""
"LIFE_0000000030","PUBLISHED","2012","EUR","AGE60-64","MLE","0.092038","0.09204","","",""
"LIFE_0000000034","PUBLISHED","2012","EUR","AGE75-79","BTSX","704897.3","704897.30000","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE100PLUS","BTSX","1483.7","1483.65900","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGELT1","FMLE","79.6","79.64938","","",""
"LIFE_0000000032","PUBLISHED","1990","EUR","AGE55-59","BTSX","4660.1","4660.10600","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE20-24","MLE","5287332","5287332.00000","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGE45-49","BTSX","2879730","2879730.00000","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE1-4","FMLE","396154.5","396154.50000","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE5-9","BTSX","0.001315","0.00132","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE45-49","BTSX","452322.8","452322.80000","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE70-74","MLE","0.175995","0.17600","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE45-49","MLE","0.008317","0.00832","","",""
"LIFE_0000000034","PUBLISHED","2013","EUR","AGE25-29","FMLE","5512577","5512577.00000","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGELT1","BTSX","990.2","990.17320","","",""
"LIFE_0000000030","PUBLISHED","1990","EUR","AGE20-24","FMLE","0.002978","0.00298","","",""
"LIFE_0000000032","PUBLISHED","2000","EUR","AGE50-54","BTSX","3385.5","3385.47200","","",""
"LIFE_0000000035","PUBLISHED","2013","EUR","AGE20-24","FMLE","60.9","60.89882","","",""
"LIFE_0000000031","PUBLISHED","2013","EUR","AGE65-69","MLE","73449","73449.02000","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE70-74","FMLE","15.4","15.42387","","",""
"LIFE_0000000029","PUBLISHED","2012","EUR","AGE70-74","FMLE","0.021967","0.02197","","",""
"LIFE_0000000032","PUBLISHED","2000","EUR","AGE30-34","MLE","1279.4","1279.44200","","",""
"LIFE_0000000030","PUBLISHED","1990","EUR","AGELT1","BTSX","0.025996","0.02600","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGE95-99","BTSX","5485","5484.95700","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE75-79","MLE","0.068354","0.06835","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE60-64","MLE","0.024235","0.02424","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE20-24","FMLE","0.00065","0.00065","","",""
"LIFE_0000000029","PUBLISHED","1990","EUR","AGE1-4","BTSX","0.001518","0.00152","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE60-64","BTSX","390829.1","390829.10000","","",""
"LIFE_0000000029","PUBLISHED","2012","EUR","AGE30-34","BTSX","0.001577","0.00158","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE40-44","MLE","450425.3","450425.30000","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE90-94","MLE","0.213979","0.21398","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGE25-29","FMLE","53.4","53.35965","","",""
"LIFE_0000000030","PUBLISHED","2000","EUR","AGE75-79","BTSX","0.237462","0.23746","","",""
"LIFE_0000000031","PUBLISHED","2000","EUR","AGE85-89","BTSX","26746.4","26746.37000","","",""
"LIFE_0000000034","PUBLISHED","2000","EUR","AGE95-99","FMLE","17018.3","17018.26000","","",""
"LIFE_0000000031","PUBLISHED","2000","EUR","AGE70-74","BTSX","66077.3","66077.28000","","",""
"LIFE_0000000035","PUBLISHED","2000","EUR","AGE1-4","MLE","68.6","68.60806","","",""
"LIFE_0000000032","PUBLISHED","2000","EUR","AGE5-9","FMLE","193.3","193.27150","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGE65-69","MLE","13.9","13.87595","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGE80-84","MLE","6.3","6.33401","","",""
"LIFE_0000000031","PUBLISHED","2000","EUR","AGE10-14","FMLE","97863.6","97863.55000","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGE20-24","FMLE","216.3","216.27520","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE25-29","BTSX","0.001178","0.00118","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE1-4","FMLE","392740.5","392740.50000","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE70-74","MLE","297063.7","297063.70000","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE30-34","FMLE","489485.5","489485.50000","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE55-59","MLE","419437.8","419437.80000","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE30-34","BTSX","47.8","47.83230","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE60-64","FMLE","0.041497","0.04150","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE90-94","MLE","17188.1","17188.12000","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE95-99","BTSX","0.331962","0.33196","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGE35-39","FMLE","531.4","531.41060","","",""
"LIFE_0000000035","PUBLISHED","2013","EUR","AGE45-49","MLE","31.2","31.19167","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE5-9","FMLE","98944","98943.96000","","",""
"LIFE_0000000031","PUBLISHED","1990","EUR","AGE50-54","BTSX","89034.6","89034.59000","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE20-24","MLE","0.001208","0.00121","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE80-84","BTSX","50047.1","50047.08000","","",""
"LIFE_0000000034","PUBLISHED","2012","EUR","AGE90-94","FMLE","109034.6","109034.60000","","",""
"LIFE_0000000030","PUBLISHED","2012","EUR","AGE85-89","BTSX","0.4621","0.46210","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE5-9","MLE","0.000304","0.00030","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE65-69","BTSX","80195.2","80195.16000","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE50-54","FMLE","457543.3","457543.30000","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE75-79","BTSX","13158.3","13158.29000","","",""
"LIFE_0000000035","PUBLISHED","2000","EUR","AGE75-79","MLE","9.1","9.09098","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE1-4","FMLE","150.1","150.11020","","",""
"LIFE_0000000031","PUBLISHED","2012","EUR","AGE95-99","BTSX","6796.6","6796.64600","","",""
"LIFE_0000000031","PUBLISHED","2013","EUR","AGE30-34","BTSX","97359.7","97359.66000","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE10-14","MLE","63.5","63.48951","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE90-94","BTSX","11516.1","11516.11000","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE25-29","MLE","49.1","49.08915","","",""
"LIFE_0000000029","PUBLISHED","1990","EUR","AGE60-64","BTSX","0.017009","0.01701","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGE35-39","BTSX","3805807","3805807.00000","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGE50-54","FMLE","0.004539","0.00454","","",""
"LIFE_0000000032","PUBLISHED","1990","EUR","AGE30-34","BTSX","822.4","822.35890","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGE55-59","FMLE","25.4","25.42935","","",""
"LIFE_0000000032","PUBLISHED","2000","EUR","AGE20-24","FMLE","316.3","316.30690","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGE95-99","MLE","2.6","2.63700","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE55-59","MLE","5615.3","5615.30000","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGE5-9","BTSX","6673127","6673127.00000","","",""
"LIFE_0000000030","PUBLISHED","1990","EUR","AGE80-84","FMLE","0.359657","0.35966","","",""
"LIFE_0000000029","PUBLISHED","1990","EUR","AGE75-79","BTSX","0.060148","0.06015","","",""
"LIFE_0000000031","PUBLISHED","1990","EUR","AGE75-79","FMLE","65203.4","65203.37000","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGE1-4","BTSX","72.5","72.49744","","",""
"LIFE_0000000032","PUBLISHED","1990","EUR","AGE85-89","FMLE","16860.4","16860.44000","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE70-74","BTSX","342781.3","342781.30000","","",""
"LIFE_0000000030","PUBLISHED","2013","EUR","AGE35-39","BTSX","0.009439","0.00944","","",""
"LIFE_0000000034","PUBLISHED","1990","EUR","AGE1-4","MLE","6663252","6663252.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","EUR","AGE65-69","BTSX","1432513","1432513.00000","","",""
"LIFE_0000000029","PUBLISHED","2000","EUR","AGELT1","BTSX","0.018574","0.01857","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE35-39","MLE","474389.9","474389.90000","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE40-44","MLE","1627","1626.98900","","",""
"LIFE_0000000035","PUBLISHED","1990","EUR","AGELT1","MLE","67.6","67.60651","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE45-49","BTSX","34","34.02823","","",""
"LIFE_0000000033","PUBLISHED","2012","EUR","AGE25-29","FMLE","490945.5","490945.50000","","",""
"LIFE_0000000035","PUBLISHED","2000","EUR","AGE90-94","MLE","3.6","3.56837","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE60-64","MLE","386985.8","386985.80000","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE15-19","FMLE","166.9","166.88390","","",""
"LIFE_0000000030","PUBLISHED","2012","EUR","AGE15-19","BTSX","0.00257","0.00257","","",""
"LIFE_0000000029","PUBLISHED","2012","EUR","AGE85-89","MLE","0.14135","0.14135","","",""
"LIFE_0000000035","PUBLISHED","2000","EUR","AGE25-29","BTSX","49.9","49.89905","","",""
"LIFE_0000000033","PUBLISHED","2000","EUR","AGE1-4","MLE","390905.3","390905.30000","","",""
"LIFE_0000000031","PUBLISHED","2000","EUR","AGE25-29","MLE","95475.5","95475.51000","","",""
"LIFE_0000000034","PUBLISHED","2000","EUR","AGELT1","MLE","6819123","6819123.00000","","",""
"LIFE_0000000034","PUBLISHED","2012","EUR","AGE5-9","FMLE","7469751","7469751.00000","","",""
"LIFE_0000000031","PUBLISHED","2013","EUR","AGE70-74","MLE","64870.4","64870.41000","","",""
"LIFE_0000000029","PUBLISHED","1990","EUR","AGE40-44","MLE","0.004539","0.00454","","",""
"LIFE_0000000035","PUBLISHED","2013","EUR","AGE70-74","BTSX","14.4","14.41098","","",""
"LIFE_0000000033","PUBLISHED","2013","EUR","AGE45-49","MLE","457769.4","457769.40000","","",""
"LIFE_0000000035","PUBLISHED","2013","EUR","AGE55-59","BTSX","25.6","25.56518","","",""
"LIFE_0000000029","PUBLISHED","1990","EUR","AGE70-74","MLE","0.05103","0.05103","","",""
"LIFE_0000000035","PUBLISHED","2013","EUR","AGE40-44","BTSX","38.7","38.70317","","",""
"LIFE_0000000032","PUBLISHED","2012","EUR","AGE5-9","BTSX","133","133.01220","","",""
"LIFE_0000000032","PUBLISHED","1990","EUR","AGE60-64","BTSX","6632.3","6632.32300","","",""
"LIFE_0000000035","PUBLISHED","2012","EUR","AGE1-4","FMLE","79.4","79.37663","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGE10-14","FMLE","105.8","105.79600","","",""
"LIFE_0000000029","PUBLISHED","2012","EUR","AGE60-64","FMLE","0.008486","0.00849","","",""
"LIFE_0000000033","PUBLISHED","1990","EUR","AGE20-24","MLE","474113.4","474113.40000","","",""
"LIFE_0000000032","PUBLISHED","2013","EUR","AGE70-74","BTSX","9854.5","9854.51000","","",""
"LIFE_0000000029","PUBLISHED","2013","EUR","AGE80-84","MLE","0.089097","0.08910","","",""
